Time,Displacement,Tension,Resistance,cycle
24.02,0,-3.1,8.46,Stretching
24.03,0,-3.1,8.46,Stretching
24.04,0,-3,8.46,Stretching
24.05,0.01,-3.1,8.39,Stretching
24.06,0.03,-2.8,8.39,Stretching
24.07,0.04,-2.5,8.46,Stretching
24.09,0.05,-2.4,8.46,Stretching
24.1,0.07,-2.3,8.52,Stretching
24.11,0.08,-1.8,8.46,Stretching
24.12,0.09,-1.6,8.46,Stretching
24.14,0.11,-1.6,8.46,Stretching
24.15,0.12,-1.3,8.52,Stretching
24.16,0.13,-1.1,8.52,Stretching
24.17,0.14,-1.2,8.46,Stretching
24.19,0.15,-1.2,8.52,Stretching
24.2,0.17,-0.8,8.52,Stretching
24.21,0.18,-0.4,8.52,Stretching
24.22,0.19,-0.1,8.52,Stretching
24.23,0.2,0.1,8.58,Stretching
24.25,0.22,0.2,8.52,Stretching
24.26,0.23,0.2,8.52,Stretching
24.27,0.25,0.3,8.52,Stretching
24.28,0.26,0.4,8.52,Stretching
24.3,0.27,0.5,8.58,Stretching
24.31,0.28,0.7,8.58,Stretching
24.32,0.29,0.8,8.58,Stretching
24.33,0.31,0.9,8.58,Stretching
24.35,0.32,1,8.58,Stretching
24.36,0.33,1.1,8.58,Stretching
24.37,0.35,1.2,8.65,Stretching
24.38,0.35,1.3,8.71,Stretching
24.4,0.37,1.4,8.71,Stretching
24.41,0.38,1.5,8.71,Stretching
24.42,0.4,1.9,8.78,Stretching
24.43,0.4,1.8,8.84,Stretching
24.44,0.42,1.9,8.78,Stretching
24.46,0.44,2.2,8.84,Stretching
24.47,0.45,2.3,8.84,Stretching
24.48,0.46,2.5,8.91,Stretching
24.5,0.47,2.5,8.91,Stretching
24.51,0.49,2.7,8.97,Stretching
24.52,0.5,2.9,8.91,Stretching
24.53,0.51,3.1,8.97,Stretching
24.54,0.52,3,8.97,Stretching
24.56,0.54,2.9,8.97,Stretching
24.57,0.55,3.1,9.04,Stretching
24.58,0.55,3,8.97,Stretching
24.59,0.57,3.3,9.04,Stretching
24.61,0.59,3.4,9.04,Stretching
24.62,0.6,3.5,9.1,Stretching
24.63,0.61,3.7,9.1,Stretching
24.64,0.63,3.9,9.1,Stretching
24.65,0.63,4,9.1,Stretching
24.67,0.65,4.2,9.17,Stretching
24.68,0.67,4.4,9.17,Stretching
24.69,0.68,4.4,9.24,Stretching
24.7,0.69,4.1,9.3,Stretching
24.72,0.7,4.3,9.3,Stretching
24.73,0.71,4.5,9.3,Stretching
24.74,0.73,4.7,9.3,Stretching
24.75,0.74,4.6,9.43,Stretching
24.77,0.75,4.7,9.37,Stretching
24.78,0.76,4.8,9.37,Stretching
24.79,0.78,4.8,9.43,Stretching
24.8,0.8,5,9.43,Stretching
24.82,0.81,5,9.57,Stretching
24.83,0.82,5,9.5,Stretching
24.84,0.83,5.3,9.57,Stretching
24.85,0.85,5.5,9.57,Stretching
24.87,0.86,5.5,9.57,Stretching
24.88,0.88,5.7,9.57,Stretching
24.89,0.88,5.5,9.7,Stretching
24.9,0.9,5.6,9.63,Stretching
24.92,0.91,5.6,9.7,Stretching
24.93,0.93,5.8,9.7,Stretching
24.94,0.95,5.8,9.77,Stretching
24.95,0.96,6,9.77,Stretching
24.96,0.97,6.2,9.83,Stretching
24.98,0.98,6.1,9.83,Stretching
24.99,1,6.1,9.83,Stretching
25,1.01,6.2,9.83,Stretching
25.01,1.02,6.2,9.9,Stretching
25.03,1.04,6.3,9.9,Stretching
25.04,1.05,6.6,9.9,Stretching
25.05,1.06,7,9.97,Stretching
25.06,1.08,6.9,10.04,Stretching
25.08,1.09,6.7,9.97,Stretching
25.09,1.1,6.8,10.04,Stretching
25.1,1.12,6.9,10.04,Stretching
25.11,1.12,7.2,10.1,Stretching
25.12,1.14,7.3,10.17,Stretching
25.14,1.15,7.5,10.17,Stretching
25.15,1.16,7.5,10.17,Stretching
25.16,1.17,7.6,10.31,Stretching
25.17,1.19,7.6,10.24,Stretching
25.19,1.2,7.5,10.24,Stretching
25.2,1.21,7.5,10.24,Stretching
25.21,1.23,7.7,10.31,Stretching
25.22,1.24,8,10.38,Stretching
25.24,1.25,8,10.31,Stretching
25.25,1.26,7.8,10.38,Stretching
25.26,1.27,7.7,10.31,Stretching
25.27,1.29,8,10.38,Stretching
25.29,1.3,8.1,10.38,Stretching
25.3,1.32,8.2,10.51,Stretching
25.31,1.33,8.2,10.58,Stretching
25.32,1.34,8.3,10.65,Stretching
25.34,1.36,8.5,10.58,Stretching
25.35,1.37,8.5,10.58,Stretching
25.36,1.37,8.5,10.58,Stretching
25.37,1.39,8.6,10.58,Stretching
25.38,1.4,8.7,10.58,Stretching
25.4,1.41,8.6,10.72,Stretching
25.41,1.43,8.9,10.72,Stretching
25.42,1.45,8.9,10.72,Stretching
25.43,1.46,8.8,10.86,Stretching
25.45,1.48,8.8,10.86,Stretching
25.46,1.49,9.2,10.86,Stretching
25.47,1.5,9.3,10.93,Stretching
25.48,1.51,9.3,11,Stretching
25.5,1.52,9.4,10.93,Stretching
25.51,1.53,9.3,11,Stretching
25.52,1.54,9.3,11,Stretching
25.53,1.56,9.2,11,Stretching
25.55,1.57,9.4,11.07,Stretching
25.56,1.59,9.7,11.14,Stretching
25.57,1.6,9.6,11.14,Stretching
25.58,1.61,9.8,11.21,Stretching
25.59,1.62,10.2,11.21,Stretching
25.61,1.63,10.2,11.21,Stretching
25.62,1.65,10,11.28,Stretching
25.63,1.66,10.3,11.21,Stretching
25.64,1.67,10.4,11.42,Stretching
25.66,1.68,10.4,11.35,Stretching
25.67,1.7,10.1,11.49,Stretching
25.68,1.71,10,11.42,Stretching
25.69,1.72,10,11.42,Stretching
25.71,1.74,10.2,11.49,Stretching
25.72,1.75,10.4,11.56,Stretching
25.73,1.76,10.3,11.49,Stretching
25.74,1.77,10.5,11.56,Stretching
25.76,1.78,10.8,11.64,Stretching
25.77,1.79,10.9,11.64,Stretching
25.78,1.81,10.8,11.71,Stretching
25.79,1.83,10.9,11.71,Stretching
25.81,1.84,11.2,11.85,Stretching
25.82,1.85,11.2,11.78,Stretching
25.83,1.86,10.9,11.85,Stretching
25.84,1.88,10.7,11.78,Stretching
25.85,1.88,10.9,11.85,Stretching
25.87,1.9,11.3,11.92,Stretching
25.88,1.91,11.6,11.85,Stretching
25.89,1.92,11.4,11.92,Stretching
25.9,1.94,11.1,11.92,Stretching
25.92,1.96,11.3,12,Stretching
25.93,1.97,11.5,12.07,Stretching
25.94,1.98,11.9,12.07,Stretching
25.95,2,12.1,12.07,Stretching
25.97,2.01,11.7,12.14,Stretching
25.98,2.02,11.6,12.14,Stretching
25.99,2.03,11.7,12.21,Stretching
26,2.04,12.1,12.21,Stretching
26.02,2.06,12.1,12.29,Stretching
26.03,2.07,12.1,12.29,Stretching
26.04,2.08,12.4,12.36,Stretching
26.05,2.09,12.2,12.36,Stretching
26.06,2.11,12.1,12.36,Stretching
26.08,2.12,12.2,12.36,Stretching
26.09,2.13,12.3,12.51,Stretching
26.1,2.14,12.4,12.51,Stretching
26.11,2.16,12.6,12.51,Stretching
26.13,2.17,12.6,12.58,Stretching
26.14,2.18,12.6,12.65,Stretching
26.15,2.19,12.9,12.8,Stretching
26.17,2.2,12.6,12.8,Stretching
26.18,2.22,12.5,12.88,Stretching
26.19,2.23,12.7,12.88,Stretching
26.2,2.24,12.9,12.95,Stretching
26.21,2.25,12.7,12.95,Stretching
26.23,2.27,12.8,12.95,Stretching
26.24,2.28,13.2,13.03,Stretching
26.25,2.29,13.1,13.03,Stretching
26.26,2.31,13.5,13.03,Stretching
26.27,2.32,13.3,13.03,Stretching
26.29,2.33,13.3,13.1,Stretching
26.3,2.34,13.4,13.18,Stretching
26.31,2.36,13.6,13.25,Stretching
26.32,2.37,13.8,13.25,Stretching
26.34,2.38,13.5,13.25,Stretching
26.35,2.39,13.7,13.25,Stretching
26.36,2.41,13.8,13.33,Stretching
26.37,2.43,13.6,13.33,Stretching
26.39,2.44,13.6,13.4,Stretching
26.4,2.45,13.9,13.48,Stretching
26.41,2.47,14,13.48,Stretching
26.42,2.48,14.1,13.48,Stretching
26.44,2.49,14.1,13.48,Stretching
26.45,2.5,13.8,13.56,Stretching
26.46,2.52,13.9,13.48,Stretching
26.47,2.53,14.2,13.63,Stretching
26.49,2.54,14.3,13.63,Stretching
26.5,2.55,14.4,13.63,Stretching
26.51,2.57,14.5,13.63,Stretching
26.52,2.58,14.6,13.71,Stretching
26.53,2.59,14.5,13.71,Stretching
26.55,2.6,14.4,13.79,Stretching
26.56,2.62,14.4,13.86,Stretching
26.57,2.63,14.7,13.86,Stretching
26.58,2.64,14.7,13.86,Stretching
26.6,2.65,14.5,13.86,Stretching
26.61,2.67,14.8,13.94,Stretching
26.62,2.68,14.7,13.94,Stretching
26.63,2.69,14.9,14.02,Stretching
26.65,2.7,15.1,13.94,Stretching
26.66,2.71,14.9,14.02,Stretching
26.67,2.73,14.7,14.09,Stretching
26.68,2.74,14.9,14.09,Stretching
26.7,2.75,15.3,14.09,Stretching
26.71,2.76,15.3,14.17,Stretching
26.72,2.78,15.3,14.25,Stretching
26.73,2.79,15.3,14.25,Stretching
26.75,2.8,15.3,14.33,Stretching
26.76,2.82,15.4,14.33,Stretching
26.77,2.83,15.7,14.41,Stretching
26.78,2.84,15.5,14.41,Stretching
26.79,2.85,15.6,14.41,Stretching
26.81,2.87,15.9,14.48,Stretching
26.82,2.88,15.8,14.41,Stretching
26.83,2.89,15.8,14.41,Stretching
26.84,2.9,16,14.41,Stretching
26.86,2.91,16,14.48,Stretching
26.87,2.93,15.8,14.48,Stretching
26.88,2.95,16,14.56,Stretching
26.89,2.95,16.2,14.48,Stretching
26.91,2.97,15.9,14.64,Stretching
26.92,2.98,15.9,14.64,Stretching
26.93,3,16.3,14.72,Stretching
26.94,3.01,16.5,14.64,Stretching
26.95,3.03,16.5,14.72,Stretching
26.97,3.04,16.3,14.72,Stretching
26.98,3.05,16.4,14.88,Stretching
26.99,3.06,16.5,14.8,Stretching
27,3.07,16.6,14.88,Stretching
27.02,3.09,16.9,14.96,Stretching
27.03,3.1,16.9,14.96,Stretching
27.04,3.11,16.6,14.96,Stretching
27.05,3.12,16.8,14.88,Stretching
27.07,3.14,16.7,15.04,Stretching
27.08,3.15,16.7,15.04,Stretching
27.09,3.16,17,15.28,Stretching
27.1,3.17,17.1,15.28,Stretching
27.12,3.19,17.3,15.28,Stretching
27.13,3.2,17.4,15.28,Stretching
27.14,3.21,17.4,15.36,Stretching
27.15,3.22,17.2,15.36,Stretching
27.17,3.24,17,15.36,Stretching
27.18,3.25,17.2,15.28,Stretching
27.19,3.26,17.5,15.44,Stretching
27.2,3.27,17.6,15.36,Stretching
27.21,3.29,17.6,15.44,Stretching
27.23,3.3,17.4,15.52,Stretching
27.24,3.31,17.5,15.52,Stretching
27.25,3.33,17.7,15.61,Stretching
27.26,3.34,17.7,15.52,Stretching
27.28,3.35,17.7,15.61,Stretching
27.29,3.36,17.7,15.61,Stretching
27.3,3.38,17.6,15.69,Stretching
27.31,3.39,17.7,15.77,Stretching
27.33,3.4,17.8,15.77,Stretching
27.34,3.42,17.9,15.77,Stretching
27.35,3.43,18.1,15.85,Stretching
27.36,3.44,17.9,15.85,Stretching
27.38,3.46,17.9,15.77,Stretching
27.39,3.47,18.2,15.85,Stretching
27.4,3.48,18.5,15.93,Stretching
27.41,3.5,18.5,15.93,Stretching
27.42,3.51,18.2,15.93,Stretching
27.44,3.52,18.2,16.02,Stretching
27.45,3.54,18.3,16.02,Stretching
27.46,3.55,18.4,16.18,Stretching
27.47,3.56,18.7,16.18,Stretching
27.49,3.58,18.6,16.43,Stretching
27.5,3.59,18.4,16.52,Stretching
27.51,3.6,18.5,16.43,Stretching
27.52,3.61,18.7,16.52,Stretching
27.54,3.63,18.8,16.52,Stretching
27.55,3.64,18.9,16.6,Stretching
27.56,3.65,19.1,16.6,Stretching
27.57,3.67,19.1,16.68,Stretching
27.59,3.67,19,16.6,Stretching
27.6,3.69,18.8,16.68,Stretching
27.61,3.7,19.1,16.68,Stretching
27.62,3.71,19.4,16.77,Stretching
27.64,3.73,19.4,16.77,Stretching
27.65,3.74,19.5,16.77,Stretching
27.66,3.75,19.4,16.85,Stretching
27.67,3.76,19.4,16.85,Stretching
27.68,3.78,19.3,16.85,Stretching
27.7,3.79,19.3,16.94,Stretching
27.71,3.81,19.6,17.11,Stretching
27.72,3.82,19.7,17.02,Stretching
27.73,3.83,19.6,17.02,Stretching
27.75,3.84,19.6,17.02,Stretching
27.76,3.86,19.5,17.02,Stretching
27.77,3.87,19.7,17.02,Stretching
27.78,3.88,19.8,17.11,Stretching
27.8,3.9,20,17.28,Stretching
27.81,3.91,20,17.28,Stretching
27.82,3.92,20,17.28,Stretching
27.83,3.94,19.9,17.28,Stretching
27.85,3.95,19.8,17.28,Stretching
27.86,3.97,19.9,17.37,Stretching
27.87,3.98,20,17.45,Stretching
27.88,4,20.2,17.45,Stretching
27.89,4.01,20.1,17.54,Stretching
27.91,4.02,20,17.54,Stretching
27.92,4.03,20.1,17.54,Stretching
27.93,4.05,20.2,17.62,Stretching
27.94,4.06,20.2,17.54,Stretching
27.96,4.07,20.2,17.54,Stretching
27.97,4.09,20.4,17.62,Stretching
27.98,4.09,20.5,17.62,Stretching
28,4.11,20.6,17.71,Stretching
28.01,4.12,20.7,17.8,Stretching
28.02,4.14,20.9,17.8,Stretching
28.03,4.15,20.8,17.97,Stretching
28.04,4.16,20.8,17.89,Stretching
28.06,4.18,20.8,17.97,Stretching
28.07,4.19,20.6,17.97,Stretching
28.08,4.2,20.8,17.97,Stretching
28.09,4.21,21.2,18.15,Stretching
28.1,4.23,21.1,18.06,Stretching
28.12,4.24,21.2,18.15,Stretching
28.13,4.25,21.2,18.15,Stretching
28.14,4.26,21.2,18.15,Stretching
28.15,4.28,21.1,18.24,Stretching
28.17,4.29,21.2,18.24,Stretching
28.18,4.3,21.2,18.24,Stretching
28.19,4.32,21.4,18.33,Stretching
28.2,4.33,21.6,18.33,Stretching
28.22,4.34,21.6,18.42,Stretching
28.23,4.36,21.6,18.42,Stretching
28.24,4.36,21.7,18.42,Stretching
28.25,4.38,21.5,18.42,Stretching
28.27,4.4,21.6,18.51,Stretching
28.28,4.41,21.8,18.59,Stretching
28.29,4.42,21.8,18.59,Stretching
28.3,4.44,21.8,18.59,Stretching
28.32,4.44,21.9,18.59,Stretching
28.33,4.46,21.9,18.68,Stretching
28.34,4.47,22.1,18.68,Stretching
28.35,4.48,22,18.68,Stretching
28.36,4.5,22,18.77,Stretching
28.38,4.51,22.3,18.86,Stretching
28.39,4.52,22.4,18.86,Stretching
28.4,4.53,22.2,18.86,Stretching
28.41,4.55,22.3,18.95,Stretching
28.43,4.56,22.5,18.95,Stretching
28.44,4.57,22.4,18.95,Stretching
28.45,4.59,22.5,19.05,Stretching
28.46,4.6,22.5,19.05,Stretching
28.48,4.61,22.6,19.05,Stretching
28.49,4.63,22.6,18.95,Stretching
28.5,4.64,22.6,19.05,Stretching
28.51,4.65,22.4,19.05,Stretching
28.53,4.67,22.6,19.14,Stretching
28.54,4.68,22.6,19.23,Stretching
28.55,4.69,22.6,19.23,Stretching
28.56,4.71,22.7,19.32,Stretching
28.57,4.72,22.8,19.32,Stretching
28.59,4.73,22.9,19.32,Stretching
28.6,4.75,23.1,19.32,Stretching
28.61,4.76,23.2,19.32,Stretching
28.62,4.77,23.3,19.41,Stretching
28.64,4.78,23.3,19.41,Stretching
28.65,4.8,23.3,19.41,Stretching
28.66,4.81,23.2,19.41,Stretching
28.67,4.82,23,19.41,Stretching
28.69,4.84,23.2,19.41,Stretching
28.7,4.85,23.5,19.41,Stretching
28.71,4.86,23.4,19.5,Stretching
28.72,4.89,23.4,19.59,Stretching
28.74,4.9,23.6,19.5,Stretching
28.75,4.91,23.5,19.69,Stretching
28.76,4.93,23.6,19.59,Stretching
28.77,4.94,23.5,19.69,Stretching
28.79,4.95,23.6,19.78,Stretching
28.8,4.97,23.8,19.87,Stretching
28.81,4.98,24,19.87,Stretching
28.82,4.99,23.9,19.97,Stretching
28.83,5.01,23.7,19.97,Stretching
28.85,5.02,23.8,19.97,Stretching
28.86,5.03,23.7,19.87,Stretching
28.87,5.05,23.8,19.87,Stretching
28.88,5.06,24.1,19.97,Stretching
28.9,5.07,24.1,19.97,Stretching
28.91,5.09,24,20.15,Stretching
28.92,5.1,23.9,20.06,Stretching
28.93,5.11,24.1,20.15,Stretching
28.95,5.12,24.4,20.15,Stretching
28.96,5.14,24.5,20.25,Stretching
28.97,5.15,24.5,20.25,Stretching
28.98,5.16,24.5,20.25,Stretching
29,5.18,24.8,20.34,Stretching
29.01,5.19,24.7,20.43,Stretching
29.02,5.2,24.4,20.34,Stretching
29.03,5.22,24.5,20.34,Stretching
29.04,5.23,24.5,20.25,Stretching
29.06,5.24,24.7,20.34,Stretching
29.07,5.26,25,20.53,Stretching
29.08,5.26,24.7,20.53,Stretching
29.09,5.28,24.7,20.62,Stretching
29.11,5.3,24.9,20.53,Stretching
29.12,5.3,25,20.72,Stretching
29.13,5.32,25.2,20.72,Stretching
29.14,5.33,25.5,20.62,Stretching
29.16,5.34,25.3,20.72,Stretching
29.17,5.36,25.4,20.62,Stretching
29.18,5.37,25.1,20.82,Stretching
29.19,5.39,25.1,20.82,Stretching
29.21,5.4,25.3,21.01,Stretching
29.22,5.41,25.2,21.1,Stretching
29.23,5.43,25.2,21.01,Stretching
29.24,5.44,25.4,21.1,Stretching
29.25,5.45,25.5,21.1,Stretching
29.27,5.47,25.5,21.1,Stretching
29.28,5.48,25.8,21.2,Stretching
29.29,5.49,25.7,21.2,Stretching
29.3,5.51,25.7,21.2,Stretching
29.32,5.51,25.9,21.2,Stretching
29.33,5.53,25.8,21.3,Stretching
29.34,5.54,25.6,21.3,Stretching
29.35,5.55,25.5,21.3,Stretching
29.37,5.57,25.9,21.3,Stretching
29.38,5.58,26,21.39,Stretching
29.39,5.59,26,21.39,Stretching
29.4,5.61,26.1,21.49,Stretching
29.42,5.61,25.9,21.49,Stretching
29.43,5.63,26,21.49,Stretching
29.44,5.64,26.3,21.59,Stretching
29.45,5.66,26.3,21.49,Stretching
29.47,5.67,26.3,21.59,Stretching
29.48,5.68,26.6,21.59,Stretching
29.49,5.7,26.8,21.69,Stretching
29.5,5.71,26.6,21.69,Stretching
29.51,5.72,26.4,21.79,Stretching
29.53,5.73,26.6,21.79,Stretching
29.54,5.75,26.6,21.69,Stretching
29.55,5.76,26.6,21.79,Stretching
29.56,5.77,26.7,21.79,Stretching
29.58,5.79,26.8,21.69,Stretching
29.59,5.8,26.9,21.79,Stretching
29.6,5.81,26.8,21.88,Stretching
29.61,5.83,26.9,21.98,Stretching
29.63,5.84,26.8,21.98,Stretching
29.64,5.85,26.7,22.08,Stretching
29.65,5.86,26.7,22.18,Stretching
29.66,5.88,27,22.08,Stretching
29.68,5.89,27.1,22.18,Stretching
29.69,5.91,27.1,22.18,Stretching
29.7,5.92,27.1,22.28,Stretching
29.71,5.93,27.3,22.28,Stretching
29.72,5.95,27.3,22.38,Stretching
29.74,5.96,27.4,22.38,Stretching
29.75,5.97,27.3,22.48,Stretching
29.76,5.99,27.4,22.58,Stretching
29.77,6,27.6,22.58,Stretching
29.79,6.01,27.6,22.48,Stretching
29.8,6.03,27.5,22.68,Stretching
29.81,6.04,27.8,22.89,Stretching
29.82,6.05,27.5,22.68,Stretching
29.84,6.07,27.6,22.78,Stretching
29.85,6.08,27.7,22.68,Stretching
29.86,6.09,27.8,22.68,Stretching
29.87,6.11,27.8,22.89,Stretching
29.89,6.12,27.9,22.99,Stretching
29.9,6.13,28,22.89,Stretching
29.91,6.14,28.1,23.09,Stretching
29.92,6.16,28.1,22.99,Stretching
29.94,6.17,28.2,22.99,Stretching
29.95,6.18,28.4,22.99,Stretching
29.96,6.2,28.3,23.09,Stretching
29.97,6.21,28.3,22.99,Stretching
29.98,6.22,28.3,23.09,Stretching
30,6.24,28.3,23.09,Stretching
30.01,6.25,28.2,23.19,Stretching
30.02,6.26,28.3,23.19,Stretching
30.03,6.28,28.5,23.29,Stretching
30.05,6.28,28.5,23.29,Stretching
30.06,6.3,28.5,23.4,Stretching
30.07,6.31,28.4,23.29,Stretching
30.08,6.32,28.6,23.4,Stretching
30.1,6.34,28.7,23.5,Stretching
30.11,6.35,28.9,23.6,Stretching
30.12,6.36,28.8,23.6,Stretching
30.13,6.37,28.7,23.6,Stretching
30.15,6.39,28.8,23.6,Stretching
30.16,6.4,28.9,23.6,Stretching
30.17,6.42,29,23.6,Stretching
30.18,6.43,28.7,23.5,Stretching
30.19,6.44,29,23.6,Stretching
30.21,6.45,28.9,23.71,Stretching
30.22,6.47,29,23.81,Stretching
30.23,6.48,29.2,23.81,Stretching
30.24,6.49,29.3,23.92,Stretching
30.26,6.51,29.1,23.92,Stretching
30.27,6.52,29.1,23.92,Stretching
30.28,6.53,29.3,24.02,Stretching
30.29,6.55,29.3,24.02,Stretching
30.31,6.56,29.7,24.02,Stretching
30.32,6.57,29.5,24.13,Stretching
30.33,6.59,29.3,24.13,Stretching
30.34,6.59,29.5,24.13,Stretching
30.36,6.61,29.7,24.13,Stretching
30.37,6.62,29.8,24.23,Stretching
30.38,6.64,29.6,24.23,Stretching
30.39,6.65,29.5,24.34,Stretching
30.4,6.66,29.7,24.23,Stretching
30.42,6.67,30,24.34,Stretching
30.43,6.68,29.8,24.34,Stretching
30.44,6.69,29.9,24.44,Stretching
30.45,6.71,30,24.44,Stretching
30.47,6.72,30.1,24.34,Stretching
30.48,6.73,30.2,24.34,Stretching
30.49,6.75,30.3,24.44,Stretching
30.5,6.76,30.4,24.44,Stretching
30.52,6.76,30.6,24.44,Stretching
30.53,6.78,30.5,24.55,Stretching
30.54,6.8,30.4,24.55,Stretching
30.55,6.8,30.6,24.44,Stretching
30.57,6.82,30.3,24.44,Stretching
30.58,6.84,30.3,24.55,Stretching
30.59,6.84,30.4,24.55,Stretching
30.6,6.86,30.7,24.66,Stretching
30.62,6.88,30.8,24.76,Stretching
30.63,6.89,30.5,24.76,Stretching
30.64,6.9,30.4,24.87,Stretching
30.65,6.91,30.5,24.87,Stretching
30.67,6.92,30.7,24.87,Stretching
30.68,6.94,31,24.98,Stretching
30.69,6.95,31,24.87,Stretching
30.7,6.96,30.9,24.87,Stretching
30.71,6.98,31,24.98,Stretching
30.73,6.99,31.1,24.98,Stretching
30.74,7,31,24.98,Stretching
30.75,7.01,31,25.09,Stretching
30.76,7.03,31.2,25.09,Stretching
30.78,7.04,31.2,25.19,Stretching
30.79,7.05,31.1,25.19,Stretching
30.8,7.07,31.3,25.19,Stretching
30.81,7.08,31.5,25.19,Stretching
30.83,7.09,31.7,25.3,Stretching
30.84,7.1,31.5,25.3,Stretching
30.85,7.12,31.5,25.3,Stretching
30.86,7.13,31.5,25.3,Stretching
30.87,7.14,31.6,25.3,Stretching
30.89,7.16,31.6,25.3,Stretching
30.9,7.17,31.9,25.41,Stretching
30.91,7.18,31.8,25.41,Stretching
30.92,7.2,31.5,25.41,Stretching
30.94,7.21,31.9,25.52,Stretching
30.95,7.22,31.9,25.52,Stretching
30.96,7.23,31.9,25.52,Stretching
30.97,7.24,31.9,25.52,Stretching
30.99,7.26,31.9,25.63,Stretching
31,7.27,32.1,25.52,Stretching
31.01,7.28,32.2,25.52,Stretching
31.02,7.29,32.3,25.63,Stretching
31.04,7.31,32.1,25.74,Stretching
31.05,7.32,32,25.74,Stretching
31.06,7.33,32.4,25.85,Stretching
31.07,7.34,32.7,25.74,Stretching
31.08,7.36,32.4,25.74,Stretching
31.1,7.37,32.2,25.85,Stretching
31.11,7.39,32.3,25.85,Stretching
31.12,7.4,32.5,25.74,Stretching
31.13,7.41,32.7,25.74,Stretching
31.15,7.42,32.8,26.07,Stretching
31.16,7.44,32.8,25.96,Stretching
31.17,7.45,32.6,26.07,Stretching
31.18,7.46,32.5,26.07,Stretching
31.2,7.48,33.1,25.96,Stretching
31.21,7.49,33,26.07,Stretching
31.22,7.5,32.6,26.18,Stretching
31.23,7.51,32.8,26.29,Stretching
31.25,7.52,33.1,26.07,Stretching
31.26,7.53,33,26.29,Stretching
31.27,7.55,33.1,26.29,Stretching
31.28,7.56,33.2,26.29,Stretching
31.29,7.57,33.1,26.29,Stretching
31.31,7.59,33,26.41,Stretching
31.32,7.6,33.2,26.29,Stretching
31.33,7.61,33.2,26.07,Stretching
31.34,7.63,33.3,26.07,Stretching
31.36,7.64,33.7,26.07,Stretching
31.37,7.65,33.7,26.41,Stretching
31.38,7.67,33.5,26.41,Stretching
31.39,7.68,33.3,26.18,Stretching
31.41,7.69,33.4,26.07,Stretching
31.42,7.7,33.7,26.41,Stretching
31.43,7.72,33.5,26.63,Stretching
31.44,7.73,33.5,26.63,Stretching
31.46,7.74,33.6,26.86,Stretching
31.47,7.75,33.8,26.74,Stretching
31.48,7.76,33.9,26.63,Stretching
31.49,7.78,33.9,26.86,Stretching
31.5,7.79,34.2,26.74,Stretching
31.52,7.8,34.1,26.86,Stretching
31.53,7.82,34.1,26.86,Stretching
31.54,7.83,34.2,26.74,Stretching
31.55,7.84,34.1,26.86,Stretching
31.57,7.86,34.2,26.86,Stretching
31.58,7.87,34.2,26.86,Stretching
31.59,7.88,34.2,27.08,Stretching
31.6,7.9,34.3,26.86,Stretching
31.62,7.91,34,27.08,Stretching
31.63,7.92,34.5,27.08,Stretching
31.64,7.93,34.7,27.08,Stretching
31.65,7.95,34.7,27.08,Stretching
31.67,7.96,34.5,27.08,Stretching
31.68,7.97,34.4,27.08,Stretching
31.69,7.99,34.6,27.2,Stretching
31.7,8,34.7,27.2,Stretching
31.72,8.01,34.9,27.2,Stretching
31.73,8.02,35.1,27.2,Stretching
31.74,8.03,34.9,27.2,Stretching
31.75,8.05,34.9,27.2,Stretching
31.76,8.06,35.1,27.31,Stretching
31.78,8.07,35.2,27.2,Stretching
31.79,8.09,35.1,27.2,Stretching
31.8,8.1,35,27.2,Stretching
31.81,8.11,35.1,27.31,Stretching
31.83,8.13,35,27.31,Stretching
31.84,8.14,34.8,27.31,Stretching
31.85,8.15,35.1,27.43,Stretching
31.86,8.17,35.4,27.31,Stretching
31.88,8.18,35.5,27.43,Stretching
31.89,8.19,35.3,27.43,Stretching
31.9,8.2,35.6,27.43,Stretching
31.91,8.22,35.7,27.43,Stretching
31.93,8.23,35.8,27.54,Stretching
31.94,8.24,35.9,27.54,Stretching
31.95,8.25,35.6,27.54,Stretching
31.96,8.27,35.5,27.54,Stretching
31.97,8.28,35.6,27.66,Stretching
31.99,8.29,35.6,27.66,Stretching
32,8.31,35.6,27.78,Stretching
32.01,8.31,35.7,27.78,Stretching
32.03,8.33,36.1,27.78,Stretching
32.04,8.35,36.1,27.78,Stretching
32.05,8.35,36,27.66,Stretching
32.06,8.37,35.9,27.89,Stretching
32.07,8.39,36.2,27.78,Stretching
32.09,8.4,36.1,27.78,Stretching
32.1,8.4,36,27.89,Stretching
32.11,8.42,36.3,27.89,Stretching
32.12,8.44,36.4,27.89,Stretching
32.14,8.44,36.5,28.01,Stretching
32.15,8.46,36.6,27.89,Stretching
32.16,8.47,36.3,28.01,Stretching
32.17,8.48,36.6,28.13,Stretching
32.19,8.5,36.8,28.13,Stretching
32.2,8.51,36.8,28.13,Stretching
32.21,8.52,36.5,28.13,Stretching
32.22,8.53,36.5,28.13,Stretching
32.24,8.55,36.7,28.13,Stretching
32.25,8.56,36.8,28.13,Stretching
32.26,8.57,36.9,28.13,Stretching
32.27,8.59,36.9,28.13,Stretching
32.28,8.6,36.9,28.36,Stretching
32.3,8.61,37,28.48,Stretching
32.31,8.63,37,28.48,Stretching
