Time,Displacement,Tension,Resistance,cycle
60.83,11.19,40.7,34.08,Relaxing
60.84,11.17,40.7,34.08,Relaxing
60.85,11.16,40.5,34.08,Relaxing
60.87,11.15,40.6,34.08,Relaxing
60.88,11.14,40.7,34.08,Relaxing
60.89,11.13,40.2,34.08,Relaxing
60.9,11.11,40.2,33.94,Relaxing
60.91,11.1,40.1,33.94,Relaxing
60.93,11.09,39.8,33.94,Relaxing
60.94,11.07,39.9,33.94,Relaxing
60.95,11.06,39.9,33.94,Relaxing
60.96,11.05,39.9,33.94,Relaxing
60.98,11.03,39.8,33.81,Relaxing
60.99,11.02,39.8,33.81,Relaxing
61,11.01,39.5,33.81,Relaxing
61.01,11,39.5,33.94,Relaxing
61.03,10.98,39.4,33.94,Relaxing
61.04,10.98,39.1,33.81,Relaxing
61.05,10.96,39.3,33.81,Relaxing
61.06,10.94,39.1,33.81,Relaxing
61.08,10.94,39.1,33.81,Relaxing
61.09,10.92,39,33.81,Relaxing
61.1,10.9,38.8,33.81,Relaxing
61.11,10.9,38.5,33.67,Relaxing
61.13,10.88,38.6,33.81,Relaxing
61.14,10.86,38.5,33.67,Relaxing
61.15,10.85,38.2,33.81,Relaxing
61.16,10.85,38.2,33.67,Relaxing
61.17,10.83,38.2,33.54,Relaxing
61.19,10.82,38.4,33.67,Relaxing
61.2,10.81,38.4,33.67,Relaxing
61.21,10.79,38.2,33.54,Relaxing
61.22,10.78,38.3,33.67,Relaxing
61.24,10.77,38.1,33.54,Relaxing
61.25,10.76,38,33.54,Relaxing
61.26,10.74,37.8,33.54,Relaxing
61.27,10.73,37.7,33.54,Relaxing
61.29,10.72,37.5,33.54,Relaxing
61.3,10.7,37.3,33.54,Relaxing
61.31,10.69,37.4,33.4,Relaxing
61.32,10.68,37.5,33.54,Relaxing
61.34,10.67,37.5,33.54,Relaxing
61.35,10.65,37.3,33.4,Relaxing
61.36,10.64,37.1,33.4,Relaxing
61.37,10.63,37.2,33.27,Relaxing
61.38,10.61,37,33.4,Relaxing
61.4,10.6,37.1,33.54,Relaxing
61.41,10.59,37,33.4,Relaxing
61.42,10.58,37,33.27,Relaxing
61.43,10.56,36.9,33.27,Relaxing
61.45,10.55,36.8,33.4,Relaxing
61.46,10.54,36.5,33.27,Relaxing
61.47,10.52,36.6,33.27,Relaxing
61.48,10.51,36.6,33.13,Relaxing
61.5,10.5,36.4,33.13,Relaxing
61.51,10.48,36.6,33.13,Relaxing
61.52,10.47,36.3,33.13,Relaxing
61.53,10.46,36.3,33.27,Relaxing
61.54,10.45,36,33.13,Relaxing
61.56,10.44,36.2,33.13,Relaxing
61.57,10.42,36.1,33,Relaxing
61.58,10.41,36,32.87,Relaxing
61.6,10.4,36.1,32.87,Relaxing
61.61,10.39,36.1,32.87,Relaxing
61.62,10.38,35.9,33,Relaxing
61.63,10.36,35.8,32.87,Relaxing
61.64,10.35,35.6,33,Relaxing
61.66,10.34,35.7,32.87,Relaxing
61.67,10.32,35.7,33,Relaxing
61.68,10.31,35.5,33,Relaxing
61.69,10.3,35.4,32.87,Relaxing
61.71,10.28,35.3,32.74,Relaxing
61.72,10.27,35.2,32.87,Relaxing
61.73,10.26,35.2,32.87,Relaxing
61.74,10.25,35.3,32.74,Relaxing
61.76,10.23,35.1,32.87,Relaxing
61.77,10.22,34.9,32.74,Relaxing
61.78,10.21,34.9,32.74,Relaxing
61.79,10.19,34.9,32.74,Relaxing
61.81,10.18,34.8,32.74,Relaxing
61.82,10.17,34.7,32.74,Relaxing
61.83,10.15,34.6,32.74,Relaxing
61.84,10.14,34.6,32.6,Relaxing
61.85,10.13,34.5,32.6,Relaxing
61.87,10.11,34.5,32.6,Relaxing
61.88,10.1,34.4,32.6,Relaxing
61.89,10.09,34.5,32.47,Relaxing
61.9,10.07,34.3,32.47,Relaxing
61.92,10.06,34,32.47,Relaxing
61.93,10.05,34.1,32.6,Relaxing
61.94,10.04,34,32.47,Relaxing
61.95,10.02,33.9,32.47,Relaxing
61.97,10.01,33.8,32.47,Relaxing
61.98,10,33.8,32.34,Relaxing
61.99,9.98,34,32.34,Relaxing
62,9.97,33.9,32.34,Relaxing
62.02,9.96,33.4,32.34,Relaxing
62.03,9.94,33.3,32.34,Relaxing
62.04,9.93,33.4,32.21,Relaxing
62.05,9.92,33.7,32.34,Relaxing
62.06,9.9,33.7,32.21,Relaxing
62.08,9.9,33.5,32.21,Relaxing
62.09,9.88,33.5,32.21,Relaxing
62.1,9.86,33.4,32.21,Relaxing
62.11,9.85,33.1,32.21,Relaxing
62.13,9.84,33,32.08,Relaxing
62.14,9.82,33.1,32.21,Relaxing
62.15,9.81,32.9,32.21,Relaxing
62.16,9.8,32.8,32.21,Relaxing
62.18,9.79,33,32.08,Relaxing
62.19,9.77,33,32.08,Relaxing
62.2,9.77,33,32.08,Relaxing
62.21,9.75,32.8,31.95,Relaxing
62.22,9.73,32.5,32.08,Relaxing
62.24,9.73,32.5,31.95,Relaxing
62.25,9.71,32.5,31.95,Relaxing
62.26,9.69,32.6,32.08,Relaxing
62.28,9.69,32.4,31.95,Relaxing
62.29,9.67,32.4,32.08,Relaxing
62.3,9.65,32.3,31.95,Relaxing
62.31,9.65,32.2,31.95,Relaxing
62.32,9.64,32.2,31.95,Relaxing
62.34,9.62,32.2,31.95,Relaxing
62.35,9.61,32,31.95,Relaxing
62.36,9.6,32,31.95,Relaxing
62.37,9.59,31.9,31.82,Relaxing
62.39,9.57,31.8,31.82,Relaxing
62.4,9.56,31.9,31.82,Relaxing
62.41,9.55,31.9,31.95,Relaxing
62.42,9.53,31.8,31.82,Relaxing
62.44,9.52,31.6,31.82,Relaxing
62.45,9.51,31.5,31.82,Relaxing
62.46,9.5,31.5,31.69,Relaxing
62.47,9.48,31.4,31.56,Relaxing
62.49,9.47,31.3,31.69,Relaxing
62.5,9.46,31.3,31.69,Relaxing
62.51,9.44,31.4,31.56,Relaxing
62.52,9.43,31.4,31.69,Relaxing
62.53,9.42,31.1,31.56,Relaxing
62.55,9.4,30.9,31.69,Relaxing
62.56,9.39,31.4,31.69,Relaxing
62.57,9.38,31.1,31.69,Relaxing
62.58,9.37,31,31.69,Relaxing
62.6,9.35,31,31.69,Relaxing
62.61,9.34,30.9,31.56,Relaxing
62.62,9.33,30.9,31.56,Relaxing
62.63,9.31,30.6,31.56,Relaxing
62.65,9.3,30.5,31.44,Relaxing
62.66,9.29,30.5,31.31,Relaxing
62.67,9.27,30.7,31.31,Relaxing
62.68,9.26,30.7,31.31,Relaxing
62.7,9.25,30.5,31.44,Relaxing
62.71,9.23,30.6,31.31,Relaxing
62.72,9.22,30.5,31.44,Relaxing
62.73,9.22,30.3,31.44,Relaxing
62.75,9.2,30.4,31.44,Relaxing
62.76,9.19,30.3,31.31,Relaxing
62.77,9.18,30.3,31.18,Relaxing
62.78,9.17,30.3,31.18,Relaxing
62.79,9.15,30,31.31,Relaxing
62.81,9.14,30,31.18,Relaxing
62.82,9.13,30.1,31.18,Relaxing
62.83,9.11,29.9,31.18,Relaxing
62.84,9.1,29.7,31.18,Relaxing
62.86,9.09,29.7,31.18,Relaxing
62.87,9.07,29.7,31.18,Relaxing
62.88,9.06,29.7,31.31,Relaxing
62.89,9.05,29.6,31.05,Relaxing
62.91,9.03,29.5,31.05,Relaxing
62.92,9.02,29.5,31.05,Relaxing
62.93,9.01,29.6,31.05,Relaxing
62.94,9,29.5,31.05,Relaxing
62.96,8.98,29.2,31.05,Relaxing
62.97,8.97,29.4,30.93,Relaxing
62.98,8.96,29.2,30.93,Relaxing
62.99,8.94,29,30.93,Relaxing
63,8.93,28.9,30.93,Relaxing
63.02,8.92,29,31.05,Relaxing
63.03,8.9,29.1,30.93,Relaxing
63.04,8.9,29.1,31.05,Relaxing
63.05,8.88,28.8,30.68,Relaxing
63.07,8.86,28.8,30.93,Relaxing
63.08,8.85,28.5,30.8,Relaxing
63.09,8.84,28.7,30.8,Relaxing
63.1,8.82,28.7,30.93,Relaxing
63.12,8.81,28.2,30.68,Relaxing
63.13,8.8,28.4,30.93,Relaxing
63.14,8.78,28.7,30.68,Relaxing
63.15,8.77,28.8,30.68,Relaxing
63.17,8.76,28.5,30.55,Relaxing
63.18,8.75,28.3,30.68,Relaxing
63.19,8.73,28.2,30.68,Relaxing
63.2,8.73,28.3,30.55,Relaxing
63.21,8.71,28.5,30.68,Relaxing
63.23,8.69,28.2,30.55,Relaxing
63.24,8.69,28,30.55,Relaxing
63.25,8.67,27.9,30.55,Relaxing
63.26,8.65,27.9,30.55,Relaxing
63.28,8.65,27.9,30.43,Relaxing
63.29,8.64,27.9,30.3,Relaxing
63.3,8.62,27.9,30.3,Relaxing
63.31,8.61,27.8,30.3,Relaxing
63.33,8.6,27.6,30.3,Relaxing
63.34,8.58,27.7,30.18,Relaxing
63.35,8.57,28,30.18,Relaxing
63.36,8.56,27.7,30.05,Relaxing
63.38,8.54,27.4,30.05,Relaxing
63.39,8.53,27.4,30.05,Relaxing
63.4,8.52,27.6,29.93,Relaxing
63.41,8.51,27.3,30.05,Relaxing
63.42,8.5,27.3,29.93,Relaxing
63.44,8.48,27.2,30.05,Relaxing
63.45,8.47,27.1,29.93,Relaxing
63.46,8.45,27.2,29.93,Relaxing
63.47,8.44,27.4,29.93,Relaxing
63.49,8.43,27.1,29.81,Relaxing
63.5,8.42,26.9,29.93,Relaxing
63.51,8.4,26.5,29.93,Relaxing
63.52,8.39,26.7,29.81,Relaxing
63.54,8.38,26.9,29.93,Relaxing
63.55,8.37,26.9,29.81,Relaxing
63.56,8.35,26.8,29.81,Relaxing
63.57,8.34,26.8,29.68,Relaxing
63.59,8.33,26.9,29.81,Relaxing
63.6,8.31,26.6,29.56,Relaxing
63.61,8.3,26.5,29.68,Relaxing
63.62,8.29,26.5,29.44,Relaxing
63.63,8.27,26.5,29.68,Relaxing
63.65,8.26,26.4,29.56,Relaxing
63.66,8.25,26.4,29.44,Relaxing
63.67,8.24,26.1,29.44,Relaxing
63.68,8.23,26.1,29.44,Relaxing
63.7,8.22,26.3,29.44,Relaxing
63.71,8.2,26.1,29.32,Relaxing
63.72,8.19,25.8,29.44,Relaxing
63.73,8.18,26.1,29.44,Relaxing
63.75,8.17,26.2,29.32,Relaxing
63.76,8.15,26.2,29.32,Relaxing
63.77,8.14,25.7,29.32,Relaxing
63.78,8.13,25.7,29.32,Relaxing
63.79,8.11,25.9,29.32,Relaxing
63.81,8.1,25.9,29.32,Relaxing
63.82,8.09,25.6,29.2,Relaxing
63.83,8.07,25.7,29.32,Relaxing
63.85,8.06,25.5,29.08,Relaxing
63.86,8.05,25.3,29.2,Relaxing
63.87,8.03,25.2,29.08,Relaxing
63.88,8.02,25.3,29.08,Relaxing
63.89,8.01,25.4,28.96,Relaxing
63.91,8,25.2,28.96,Relaxing
63.92,7.98,25.2,28.96,Relaxing
63.93,7.97,25.2,28.96,Relaxing
63.94,7.96,25.2,28.96,Relaxing
63.96,7.94,25.2,28.84,Relaxing
63.97,7.93,25.2,28.96,Relaxing
63.98,7.92,25,28.84,Relaxing
63.99,7.9,24.9,28.84,Relaxing
64.01,7.9,25.1,28.72,Relaxing
64.02,7.88,25.3,28.72,Relaxing
64.03,7.86,25,28.72,Relaxing
64.04,7.86,24.8,28.72,Relaxing
64.05,7.84,24.6,28.84,Relaxing
64.07,7.82,24.8,28.6,Relaxing
64.08,7.82,24.8,28.48,Relaxing
64.09,7.8,24.8,28.48,Relaxing
64.1,7.78,24.7,28.36,Relaxing
64.12,7.78,24.6,28.48,Relaxing
64.13,7.76,24.4,28.36,Relaxing
64.14,7.75,24.6,28.48,Relaxing
64.15,7.74,24.6,28.36,Relaxing
64.17,7.73,24.4,28.36,Relaxing
64.18,7.71,24.3,28.36,Relaxing
64.19,7.7,24,28.36,Relaxing
64.2,7.69,24.3,28.36,Relaxing
64.21,7.67,24.1,28.24,Relaxing
64.23,7.66,23.6,28.24,Relaxing
64.24,7.65,23.9,28.24,Relaxing
64.25,7.64,24.1,28.24,Relaxing
64.26,7.62,24.1,28.24,Relaxing
64.28,7.61,24,28.24,Relaxing
64.29,7.59,24.1,28.24,Relaxing
64.3,7.58,23.8,28.24,Relaxing
64.31,7.57,23.8,28.24,Relaxing
64.33,7.56,23.7,28.13,Relaxing
64.34,7.55,23.6,28.24,Relaxing
64.35,7.53,23.5,28.13,Relaxing
64.36,7.52,23.4,28.13,Relaxing
64.38,7.51,23.5,28.13,Relaxing
64.39,7.5,23.7,28.01,Relaxing
64.4,7.48,23.5,28.13,Relaxing
64.41,7.47,23.2,28.01,Relaxing
64.43,7.46,23.3,28.01,Relaxing
64.44,7.45,23.4,27.89,Relaxing
64.45,7.43,23.3,28.01,Relaxing
64.46,7.42,23.2,27.89,Relaxing
64.47,7.41,23.2,27.89,Relaxing
64.49,7.39,23.2,27.89,Relaxing
64.5,7.38,23.2,27.89,Relaxing
64.51,7.37,23,27.78,Relaxing
64.52,7.35,22.8,27.78,Relaxing
64.54,7.34,22.6,27.89,Relaxing
64.55,7.33,22.7,27.66,Relaxing
64.56,7.32,22.9,27.78,Relaxing
64.57,7.3,22.6,27.66,Relaxing
64.59,7.29,22.6,27.54,Relaxing
64.6,7.28,22.8,27.54,Relaxing
64.61,7.26,22.8,27.43,Relaxing
64.62,7.25,22.6,27.43,Relaxing
64.63,7.24,22.5,27.43,Relaxing
64.65,7.22,22.6,27.43,Relaxing
64.66,7.22,22.6,27.43,Relaxing
64.67,7.2,22.7,27.31,Relaxing
64.68,7.18,22.4,27.31,Relaxing
64.7,7.18,22.1,27.2,Relaxing
64.71,7.16,22.2,27.31,Relaxing
64.72,7.15,22.1,27.2,Relaxing
64.73,7.14,22,27.2,Relaxing
64.75,7.13,22,27.08,Relaxing
64.76,7.11,22.3,27.08,Relaxing
64.77,7.09,22.2,27.08,Relaxing
64.78,7.09,21.9,26.97,Relaxing
64.8,7.07,21.8,26.86,Relaxing
64.81,7.06,21.8,26.86,Relaxing
64.82,7.05,21.8,26.86,Relaxing
64.83,7.03,21.7,26.74,Relaxing
64.84,7.02,21.6,26.86,Relaxing
64.86,7.01,21.6,26.74,Relaxing
64.87,7,21.6,26.86,Relaxing
64.88,6.98,21.6,26.86,Relaxing
64.89,6.97,21.6,26.74,Relaxing
64.91,6.96,21.2,26.52,Relaxing
64.92,6.94,21.5,26.63,Relaxing
64.93,6.93,21.3,26.52,Relaxing
64.94,6.92,21.3,26.52,Relaxing
64.96,6.9,21.3,26.52,Relaxing
64.97,6.89,21.4,26.52,Relaxing
64.98,6.88,21.4,26.29,Relaxing
64.99,6.86,21.2,26.41,Relaxing
65.01,6.85,21.1,26.41,Relaxing
65.02,6.84,21.2,26.41,Relaxing
65.03,6.82,21.3,26.52,Relaxing
65.04,6.82,21,26.41,Relaxing
65.05,6.8,21,26.52,Relaxing
65.07,6.78,20.9,26.52,Relaxing
65.08,6.78,20.8,26.63,Relaxing
65.09,6.76,20.8,26.63,Relaxing
65.11,6.75,20.8,26.41,Relaxing
65.12,6.74,20.6,26.41,Relaxing
65.13,6.73,20.7,26.41,Relaxing
65.14,6.71,20.7,26.29,Relaxing
65.15,6.7,20.5,26.41,Relaxing
65.17,6.69,20.8,26.41,Relaxing
65.18,6.68,20.8,26.29,Relaxing
65.19,6.67,21,26.41,Relaxing
65.2,6.66,20.9,26.41,Relaxing
65.22,6.64,20.7,26.29,Relaxing
65.23,6.63,20.5,26.29,Relaxing
65.24,6.61,20.4,26.18,Relaxing
65.25,6.6,20.4,26.18,Relaxing
65.26,6.59,20.4,26.18,Relaxing
65.28,6.58,20.4,26.07,Relaxing
65.29,6.57,20.3,26.07,Relaxing
65.3,6.55,20,26.07,Relaxing
65.31,6.54,20,25.96,Relaxing
65.33,6.53,20,26.07,Relaxing
65.34,6.51,20,25.96,Relaxing
65.35,6.5,20.1,25.96,Relaxing
65.36,6.49,19.8,25.96,Relaxing
65.38,6.47,19.8,25.85,Relaxing
65.39,6.46,19.9,25.85,Relaxing
65.4,6.45,19.9,25.74,Relaxing
65.41,6.44,19.6,25.63,Relaxing
65.43,6.42,19.5,25.74,Relaxing
65.44,6.41,19.6,25.63,Relaxing
65.45,6.4,19.4,25.74,Relaxing
65.46,6.38,19.5,25.63,Relaxing
65.48,6.37,19.6,25.63,Relaxing
65.49,6.36,19.5,25.63,Relaxing
65.5,6.34,19.3,25.63,Relaxing
65.51,6.33,19.3,25.52,Relaxing
65.52,6.32,19.5,25.52,Relaxing
65.54,6.3,19.2,25.52,Relaxing
65.55,6.29,18.9,25.41,Relaxing
65.56,6.28,19.1,25.41,Relaxing
65.57,6.26,19.3,25.41,Relaxing
65.59,6.25,19.1,25.3,Relaxing
65.6,6.24,19,25.3,Relaxing
65.61,6.23,19.1,25.3,Relaxing
65.62,6.22,19,25.19,Relaxing
65.64,6.2,18.9,25.3,Relaxing
65.65,6.19,18.7,25.19,Relaxing
65.66,6.18,18.9,25.19,Relaxing
65.67,6.17,18.9,25.09,Relaxing
65.69,6.15,18.6,24.98,Relaxing
65.7,6.14,18.6,24.87,Relaxing
65.71,6.13,18.6,24.98,Relaxing
65.72,6.11,18.5,24.98,Relaxing
65.73,6.1,18.5,25.09,Relaxing
65.75,6.09,18.4,25.09,Relaxing
65.76,6.07,18.4,24.98,Relaxing
65.77,6.05,18.4,24.87,Relaxing
65.78,6.05,18.4,24.98,Relaxing
65.8,6.03,18.3,24.87,Relaxing
65.81,6.02,18.2,24.87,Relaxing
65.82,6.01,17.9,24.87,Relaxing
65.83,5.99,17.9,24.76,Relaxing
65.85,5.98,18.3,24.76,Relaxing
65.86,5.97,18.4,24.66,Relaxing
65.87,5.95,18.1,24.76,Relaxing
65.88,5.94,17.8,24.66,Relaxing
65.9,5.93,17.7,24.66,Relaxing
65.91,5.91,17.7,24.66,Relaxing
65.92,5.9,17.9,24.34,Relaxing
65.93,5.89,17.9,24.44,Relaxing
65.94,5.88,17.9,24.34,Relaxing
65.96,5.86,17.9,24.44,Relaxing
65.97,5.84,17.8,24.44,Relaxing
65.98,5.83,17.8,24.34,Relaxing
65.99,5.82,17.7,24.13,Relaxing
66.01,5.8,17.6,24.34,Relaxing
66.02,5.79,17.8,24.23,Relaxing
66.03,5.78,17.7,24.23,Relaxing
66.04,5.76,17.5,24.23,Relaxing
66.06,5.76,17.4,24.13,Relaxing
66.07,5.74,17.4,24.13,Relaxing
66.08,5.73,17.3,24.02,Relaxing
66.09,5.72,17.4,23.92,Relaxing
66.11,5.7,17.4,24.02,Relaxing
66.12,5.69,17,24.02,Relaxing
66.13,5.68,17.1,23.92,Relaxing
66.14,5.66,17.1,24.02,Relaxing
66.15,5.65,17,23.92,Relaxing
66.17,5.64,16.7,23.92,Relaxing
66.18,5.63,16.7,23.81,Relaxing
66.19,5.61,16.9,23.81,Relaxing
66.2,5.6,17,23.92,Relaxing
66.22,5.59,16.9,23.71,Relaxing
66.23,5.57,16.6,23.6,Relaxing
66.24,5.56,16.6,23.6,Relaxing
66.25,5.55,16.4,23.6,Relaxing
66.27,5.53,16.4,23.5,Relaxing
66.28,5.53,16.4,23.5,Relaxing
66.29,5.51,16.3,23.5,Relaxing
66.3,5.5,16.7,23.19,Relaxing
66.32,5.49,16.4,23.4,Relaxing
66.33,5.47,16.2,23.29,Relaxing
66.34,5.46,16.4,23.29,Relaxing
66.35,5.45,16.6,23.19,Relaxing
66.36,5.43,16.2,23.29,Relaxing
66.38,5.42,16,22.99,Relaxing
66.39,5.41,16.3,23.09,Relaxing
66.4,5.39,16.3,22.89,Relaxing
66.41,5.38,16,23.09,Relaxing
66.43,5.36,16.2,22.89,Relaxing
66.44,5.36,16.2,22.99,Relaxing
66.45,5.34,16,22.89,Relaxing
66.46,5.32,15.8,22.89,Relaxing
66.48,5.32,15.9,22.78,Relaxing
66.49,5.3,15.9,22.68,Relaxing
66.5,5.28,15.8,22.78,Relaxing
66.51,5.28,15.6,22.68,Relaxing
66.53,5.26,15.7,22.58,Relaxing
66.54,5.25,15.8,22.58,Relaxing
66.55,5.24,15.6,22.58,Relaxing
66.56,5.23,15.6,22.48,Relaxing
66.58,5.21,15.6,22.58,Relaxing
66.59,5.2,15.6,22.48,Relaxing
66.6,5.19,15.4,22.48,Relaxing
66.61,5.17,15.4,22.48,Relaxing
66.62,5.16,15.1,22.48,Relaxing
66.64,5.15,15.1,22.38,Relaxing
66.65,5.13,15.4,22.48,Relaxing
66.66,5.12,15.3,22.28,Relaxing
66.67,5.11,15.3,22.28,Relaxing
66.69,5.09,15.2,22.28,Relaxing
66.7,5.09,15.3,22.18,Relaxing
66.71,5.07,15.1,22.18,Relaxing
66.72,5.05,15,22.18,Relaxing
66.74,5.05,15,22.08,Relaxing
66.75,5.03,15,21.98,Relaxing
66.76,5.01,15.2,21.69,Relaxing
66.77,5,15.2,21.69,Relaxing
66.79,4.99,14.8,21.59,Relaxing
66.8,4.98,14.6,21.59,Relaxing
66.81,4.96,14.7,21.49,Relaxing
66.82,4.95,14.7,21.39,Relaxing
66.83,4.94,14.5,21.39,Relaxing
66.85,4.92,14.3,21.2,Relaxing
66.86,4.91,14.2,21.1,Relaxing
66.87,4.9,14.5,21.1,Relaxing
66.88,4.88,14.7,21.1,Relaxing
66.9,4.86,14.4,21.1,Relaxing
66.91,4.85,14.3,21.01,Relaxing
66.92,4.84,14.4,21.01,Relaxing
66.93,4.82,14.2,21.01,Relaxing
66.95,4.81,14.1,21.01,Relaxing
66.96,4.8,14.1,21.01,Relaxing
66.97,4.78,14.2,21.01,Relaxing
66.98,4.77,14.1,20.91,Relaxing
67,4.75,14.1,20.82,Relaxing
67.01,4.75,14,20.82,Relaxing
67.02,4.73,13.7,20.72,Relaxing
67.03,4.72,13.5,20.72,Relaxing
67.05,4.71,13.8,20.72,Relaxing
67.06,4.69,13.9,20.62,Relaxing
67.07,4.68,13.8,20.53,Relaxing
67.08,4.66,13.9,20.53,Relaxing
67.09,4.65,13.7,20.43,Relaxing
67.11,4.64,13.6,20.53,Relaxing
67.12,4.63,13.7,20.43,Relaxing
67.13,4.61,13.6,20.43,Relaxing
67.14,4.59,13.4,20.43,Relaxing
67.16,4.58,13.6,20.25,Relaxing
67.17,4.57,13.4,20.25,Relaxing
67.18,4.55,13.3,20.25,Relaxing
67.19,4.55,13.4,20.34,Relaxing
67.21,4.53,13.3,20.06,Relaxing
67.22,4.51,13.2,20.15,Relaxing
67.23,4.51,13.3,20.15,Relaxing
67.24,4.5,13.2,20.25,Relaxing
67.26,4.48,13,20.06,Relaxing
67.27,4.47,13.1,20.06,Relaxing
67.28,4.46,13.1,19.97,Relaxing
67.29,4.44,12.9,20.06,Relaxing
67.3,4.43,12.6,19.97,Relaxing
67.32,4.42,12.7,19.87,Relaxing
67.33,4.41,12.9,19.87,Relaxing
67.34,4.39,12.9,19.87,Relaxing
67.36,4.38,12.8,19.78,Relaxing
67.37,4.36,12.6,19.87,Relaxing
67.38,4.35,12.5,19.78,Relaxing
67.39,4.34,12.5,19.69,Relaxing
67.4,4.32,12.6,19.69,Relaxing
67.42,4.31,12.8,19.69,Relaxing
67.43,4.3,12.5,19.69,Relaxing
67.44,4.29,12.3,19.59,Relaxing
67.45,4.28,12.2,19.59,Relaxing
67.47,4.26,12.2,19.59,Relaxing
67.48,4.25,12.3,19.5,Relaxing
67.49,4.24,12.2,19.5,Relaxing
67.5,4.23,12.3,19.5,Relaxing
67.51,4.22,12.3,19.41,Relaxing
67.53,4.2,12,19.41,Relaxing
67.54,4.19,11.8,19.32,Relaxing
67.55,4.17,12.1,19.41,Relaxing
67.56,4.16,12.2,19.23,Relaxing
67.58,4.15,12.1,19.23,Relaxing
67.59,4.14,11.9,19.23,Relaxing
67.6,4.12,11.7,19.14,Relaxing
67.61,4.11,11.5,19.05,Relaxing
67.63,4.09,11.4,19.05,Relaxing
67.64,4.09,11.6,18.86,Relaxing
67.65,4.07,11.4,18.86,Relaxing
67.66,4.05,11.3,18.77,Relaxing
67.68,4.04,11.3,18.86,Relaxing
67.69,4.03,11.4,18.77,Relaxing
67.7,4.01,11.5,18.77,Relaxing
67.71,4,11.5,18.51,Relaxing
67.73,3.98,11.5,18.59,Relaxing
67.74,3.98,11.7,18.59,Relaxing
67.75,3.96,11.6,18.51,Relaxing
67.76,3.95,11.2,18.51,Relaxing
67.77,3.93,10.9,18.51,Relaxing
67.79,3.92,11,18.51,Relaxing
67.8,3.91,11,18.42,Relaxing
67.81,3.89,11.1,18.51,Relaxing
67.82,3.88,11.2,18.33,Relaxing
67.84,3.87,11.1,18.33,Relaxing
67.85,3.85,10.8,18.24,Relaxing
67.86,3.84,10.6,18.15,Relaxing
67.87,3.83,10.8,18.15,Relaxing
67.89,3.81,10.7,17.97,Relaxing
67.9,3.8,11,17.89,Relaxing
67.91,3.79,10.9,17.89,Relaxing
67.92,3.77,10.9,17.89,Relaxing
67.94,3.76,10.7,17.8,Relaxing
67.95,3.75,10.5,17.89,Relaxing
67.96,3.73,10.6,17.8,Relaxing
67.97,3.73,10.4,17.89,Relaxing
67.98,3.71,10.3,17.8,Relaxing
68,3.69,10.4,17.89,Relaxing
68.01,3.68,10.4,17.8,Relaxing
68.02,3.67,10.4,17.89,Relaxing
68.04,3.66,10.4,17.8,Relaxing
68.05,3.65,10.3,17.8,Relaxing
68.06,3.63,10.1,17.8,Relaxing
68.07,3.62,9.9,17.71,Relaxing
68.08,3.61,9.9,17.62,Relaxing
68.1,3.6,9.9,17.62,Relaxing
68.11,3.58,10,17.62,Relaxing
68.12,3.57,10.2,17.54,Relaxing
68.13,3.56,10.1,17.54,Relaxing
68.15,3.54,10.1,17.45,Relaxing
68.16,3.53,10.1,17.37,Relaxing
68.17,3.52,10,17.37,Relaxing
68.18,3.5,9.8,17.37,Relaxing
68.2,3.49,9.8,17.28,Relaxing
68.21,3.48,9.7,17.28,Relaxing
68.22,3.46,9.5,17.19,Relaxing
68.23,3.45,9.2,17.19,Relaxing
68.25,3.44,9.3,17.11,Relaxing
68.26,3.43,9.3,17.11,Relaxing
68.27,3.41,9.4,17.11,Relaxing
68.28,3.4,9.4,17.02,Relaxing
68.29,3.39,9.3,17.02,Relaxing
68.31,3.37,9.1,17.02,Relaxing
68.32,3.36,9.1,17.02,Relaxing
68.33,3.35,8.9,16.94,Relaxing
68.34,3.33,9,16.85,Relaxing
68.36,3.32,9,16.85,Relaxing
68.37,3.31,9.1,16.77,Relaxing
68.38,3.29,9.1,16.68,Relaxing
68.39,3.28,9,16.68,Relaxing
68.41,3.27,9.1,16.68,Relaxing
68.42,3.26,9,16.77,Relaxing
68.43,3.25,8.6,16.6,Relaxing
68.44,3.23,8.8,16.6,Relaxing
68.45,3.22,8.9,16.52,Relaxing
68.47,3.21,8.8,16.43,Relaxing
68.48,3.19,8.7,16.43,Relaxing
68.49,3.18,8.5,16.52,Relaxing
68.5,3.17,8.2,16.35,Relaxing
68.52,3.16,8.4,16.35,Relaxing
68.53,3.14,8.4,16.26,Relaxing
68.54,3.13,8.4,16.18,Relaxing
68.55,3.12,8.4,16.1,Relaxing
68.57,3.11,8.5,16.18,Relaxing
68.58,3.1,8.5,16.02,Relaxing
68.59,3.08,8.3,16.1,Relaxing
68.6,3.07,8.2,16.18,Relaxing
68.62,3.05,8.1,16.02,Relaxing
68.63,3.05,8,16.1,Relaxing
68.64,3.03,8.1,16.02,Relaxing
68.65,3.02,7.9,16.1,Relaxing
68.66,3.01,7.9,16.02,Relaxing
68.68,2.99,7.8,15.93,Relaxing
68.69,2.98,7.7,15.93,Relaxing
68.7,2.97,7.7,15.93,Relaxing
68.71,2.95,7.7,15.77,Relaxing
68.73,2.94,7.7,15.85,Relaxing
68.74,2.93,7.6,15.77,Relaxing
68.75,2.92,7.6,15.77,Relaxing
