Cycle,Time,Displacement,Tension,Resistance,Stutus
1,7.47,2.44,12.2,12.58,Relaxing
1,7.48,2.42,11.8,12.58,Relaxing
1,7.5,2.41,11.7,12.58,Relaxing
1,7.51,2.4,11.7,12.51,Relaxing
1,7.52,2.39,11.6,12.51,Relaxing
1,7.53,2.37,11.5,12.51,Relaxing
1,7.55,2.36,11.2,12.51,Relaxing
1,7.56,2.35,11,12.51,Relaxing
1,7.57,2.33,11.2,12.43,Relaxing
1,7.58,2.32,11.3,12.29,Relaxing
1,7.59,2.31,11.1,12.36,Relaxing
1,7.61,2.29,11,12.29,Relaxing
1,7.62,2.28,11,12.29,Relaxing
1,7.63,2.27,11.1,12.21,Relaxing
1,7.64,2.25,11,12.21,Relaxing
1,7.66,2.24,10.8,12.21,Relaxing
1,7.67,2.23,10.8,12.14,Relaxing
1,7.68,2.21,10.7,12.14,Relaxing
1,7.69,2.2,10.7,11.92,Relaxing
1,7.71,2.19,10.6,12,Relaxing
1,7.72,2.18,10.6,11.85,Relaxing
1,7.73,2.16,10.4,11.78,Relaxing
1,7.74,2.15,10.1,11.78,Relaxing
1,7.75,2.14,10.1,11.71,Relaxing
1,7.77,2.13,10,11.64,Relaxing
1,7.78,2.11,9.9,11.64,Relaxing
1,7.79,2.1,9.8,11.56,Relaxing
1,7.8,2.09,9.9,11.56,Relaxing
1,7.82,2.08,9.6,11.49,Relaxing
1,7.83,2.07,9.3,11.49,Relaxing
1,7.84,2.05,9.6,11.35,Relaxing
1,7.85,2.04,9.7,11.35,Relaxing
1,7.87,2.03,9.4,11.21,Relaxing
1,7.88,2.01,9.5,11.21,Relaxing
1,7.89,2,9.3,11.14,Relaxing
1,7.9,1.99,9.1,11.21,Relaxing
1,7.92,1.98,8.9,11.14,Relaxing
1,7.93,1.96,8.8,11.07,Relaxing
1,7.94,1.95,9.2,11,Relaxing
1,7.95,1.93,9.3,10.93,Relaxing
1,7.96,1.92,9.1,10.93,Relaxing
1,7.98,1.91,9,10.93,Relaxing
1,7.99,1.9,8.9,10.93,Relaxing
1,8,1.88,8.5,10.86,Relaxing
1,8.02,1.88,8.4,10.79,Relaxing
1,8.03,1.86,8.6,10.79,Relaxing
1,8.04,1.85,8.7,10.72,Relaxing
1,8.05,1.84,8.4,10.65,Relaxing
1,8.06,1.83,8.4,10.65,Relaxing
1,8.08,1.82,8.3,10.65,Relaxing
1,8.09,1.8,8.2,10.58,Relaxing
1,8.1,1.79,8,10.58,Relaxing
1,8.11,1.77,7.9,10.51,Relaxing
1,8.13,1.76,7.7,10.51,Relaxing
1,8.14,1.75,7.8,10.51,Relaxing
1,8.15,1.74,7.6,10.38,Relaxing
1,8.16,1.73,7.4,10.31,Relaxing
1,8.18,1.72,7.4,10.31,Relaxing
1,8.19,1.7,7.4,10.31,Relaxing
1,8.2,1.68,7.3,10.24,Relaxing
1,8.21,1.67,7.3,10.24,Relaxing
1,8.22,1.66,7.5,10.17,Relaxing
1,8.24,1.65,7.2,10.17,Relaxing
1,8.25,1.64,7,10.1,Relaxing
1,8.26,1.63,6.9,10.1,Relaxing
1,8.27,1.61,7,10.04,Relaxing
1,8.29,1.6,7,9.97,Relaxing
1,8.3,1.59,7.2,9.97,Relaxing
1,8.31,1.57,7.1,9.9,Relaxing
1,8.32,1.57,6.7,9.97,Relaxing
1,8.34,1.55,6.7,9.83,Relaxing
1,8.35,1.53,6.8,9.9,Relaxing
1,8.36,1.52,6.7,9.83,Relaxing
1,8.37,1.51,6.7,9.83,Relaxing
1,8.39,1.5,6.5,9.77,Relaxing
1,8.4,1.49,6.3,9.7,Relaxing
1,8.41,1.47,6.1,9.7,Relaxing
1,8.42,1.46,5.9,9.7,Relaxing
1,8.43,1.45,6.3,9.63,Relaxing
1,8.45,1.43,6.3,9.57,Relaxing
1,8.46,1.42,6.1,9.57,Relaxing
1,8.47,1.41,5.8,9.5,Relaxing
1,8.48,1.39,6.1,9.5,Relaxing
1,8.5,1.38,6,9.5,Relaxing
1,8.51,1.37,5.8,9.43,Relaxing
1,8.52,1.36,5.8,9.43,Relaxing
1,8.53,1.35,5.6,9.37,Relaxing
1,8.55,1.33,5.4,9.43,Relaxing
1,8.56,1.32,5.2,9.3,Relaxing
1,8.57,1.3,5.1,9.24,Relaxing
1,8.58,1.29,5.2,9.24,Relaxing
1,8.6,1.28,5.2,9.17,Relaxing
1,8.61,1.27,5.1,9.17,Relaxing
1,8.62,1.25,4.9,9.1,Relaxing
1,8.63,1.24,4.8,8.97,Relaxing
1,8.64,1.23,4.9,8.97,Relaxing
1,8.66,1.22,4.9,8.97,Relaxing
1,8.67,1.21,4.6,8.97,Relaxing
1,8.68,1.19,4.5,8.91,Relaxing
1,8.69,1.17,4.4,8.91,Relaxing
1,8.71,1.16,4.5,8.91,Relaxing
1,8.72,1.15,4.5,8.84,Relaxing
1,8.73,1.14,4.6,8.84,Relaxing
1,8.74,1.13,4.3,8.84,Relaxing
1,8.76,1.12,4,8.78,Relaxing
1,8.77,1.1,4.1,8.71,Relaxing
1,8.78,1.09,4.1,8.71,Relaxing
1,8.79,1.08,3.7,8.71,Relaxing
1,8.81,1.06,3.6,8.65,Relaxing
1,8.82,1.05,3.7,8.65,Relaxing
1,8.83,1.04,3.6,8.65,Relaxing
1,8.84,1.02,3.8,8.58,Relaxing
1,8.85,1.01,3.6,8.58,Relaxing
1,8.87,1,3.4,8.46,Relaxing
1,8.88,0.98,3.3,8.46,Relaxing
1,8.89,0.98,3.2,8.46,Relaxing
1,8.9,0.96,3,8.33,Relaxing
1,8.92,0.95,3.3,8.39,Relaxing
1,8.93,0.93,3.2,8.33,Relaxing
1,8.94,0.93,3.1,8.27,Relaxing
1,8.95,0.91,3.1,8.27,Relaxing
1,8.97,0.9,2.9,8.27,Relaxing
1,8.98,0.89,2.9,8.2,Relaxing
1,8.99,0.88,2.8,8.2,Relaxing
1,9,0.86,2.7,8.2,Relaxing
1,9.02,0.85,2.3,8.14,Relaxing
1,9.03,0.84,2.3,8.14,Relaxing
1,9.04,0.83,2.2,8.08,Relaxing
1,9.05,0.81,2,8.08,Relaxing
1,9.06,0.8,2.3,8.01,Relaxing
1,9.08,0.79,2.1,8.01,Relaxing
1,9.09,0.77,2,8.01,Relaxing
1,9.1,0.76,2.1,7.95,Relaxing
1,9.11,0.75,2.2,7.89,Relaxing
1,9.13,0.74,2.3,7.89,Relaxing
1,9.14,0.73,1.9,7.89,Relaxing
1,9.15,0.71,1.7,7.76,Relaxing
1,9.16,0.7,1.7,7.82,Relaxing
1,9.18,0.69,1.6,7.76,Relaxing
1,9.19,0.67,1.6,7.76,Relaxing
1,9.2,0.66,1.4,7.76,Relaxing
1,9.21,0.65,1.2,7.64,Relaxing
1,9.23,0.63,1.4,7.64,Relaxing
1,9.24,0.62,1.2,7.64,Relaxing
1,9.25,0.61,1,7.7,Relaxing
1,9.26,0.6,1.1,7.58,Relaxing
1,9.27,0.58,1.1,7.58,Relaxing
1,9.29,0.57,1.2,7.58,Relaxing
1,9.3,0.56,1.1,7.51,Relaxing
1,9.31,0.55,1.1,7.51,Relaxing
1,9.32,0.54,0.7,7.45,Relaxing
1,9.34,0.52,0.6,7.45,Relaxing
1,9.35,0.5,0.7,7.45,Relaxing
1,9.36,0.5,0.7,7.45,Relaxing
1,9.37,0.49,0.5,7.39,Relaxing
1,9.39,0.47,0.4,7.39,Relaxing
1,9.4,0.46,0.2,7.33,Relaxing
1,9.41,0.45,0,7.33,Relaxing
1,9.42,0.43,0.2,7.27,Relaxing
1,9.44,0.42,0.3,7.27,Relaxing
1,9.45,0.41,0.1,7.27,Relaxing
1,9.46,0.4,0,7.21,Relaxing
1,9.47,0.38,-0.2,7.21,Relaxing
1,9.48,0.37,-0.1,7.15,Relaxing
1,9.5,0.35,-0.1,7.15,Relaxing
1,9.51,0.35,-0.2,7.15,Relaxing
1,9.52,0.33,-0.4,7.15,Relaxing
1,9.53,0.32,-0.2,7.08,Relaxing
1,9.55,0.3,-0.2,7.02,Relaxing
1,9.56,0.29,-0.5,7.08,Relaxing
1,9.57,0.28,-0.5,7.02,Relaxing
1,9.58,0.26,-0.6,7.02,Relaxing
1,9.6,0.25,-0.5,6.96,Relaxing
1,9.61,0.24,-0.4,6.9,Relaxing
1,9.62,0.22,-0.5,6.9,Relaxing
1,9.63,0.22,-0.6,6.96,Relaxing
1,9.65,0.2,-0.6,6.84,Relaxing
1,9.66,0.19,-0.6,6.9,Relaxing
1,9.67,0.17,-1,6.78,Relaxing
1,9.68,0.17,-0.8,6.78,Relaxing
1,9.69,0.15,-0.8,6.78,Relaxing
1,9.71,0.14,-1,6.66,Relaxing
1,9.72,0.12,-1,6.78,Relaxing
1,9.73,0.11,-1,6.72,Relaxing
1,9.74,0.1,-1.3,6.66,Relaxing
1,9.76,0.09,-1.4,6.66,Relaxing
1,9.77,0.08,-1.5,6.66,Relaxing
1,9.78,0.06,-1.4,6.66,Relaxing
1,9.79,0.05,-1.7,6.6,Relaxing
1,9.81,0.03,-1.6,6.54,Relaxing
1,9.82,0.02,-1.6,6.54,Relaxing
1,9.83,0.01,-1.9,6.6,Relaxing
1,9.84,0,-1.8,6.54,Relaxing
1,9.86,0,-1.6,6.54,Relaxing
1,9.87,0,-1.6,6.48,Relaxing
1,9.88,0,-1.5,6.54,Relaxing
1,9.89,0,-1.3,6.54,Relaxing
1,9.9,0,-1.3,6.48,Relaxing
1,9.92,0,-1.3,6.6,Relaxing
1,9.93,0,-1.3,6.54,Relaxing
1,9.94,0,-1.4,6.48,Relaxing
1,9.96,0,-1.1,6.54,Relaxing
1,9.97,0,-0.9,6.48,Relaxing
1,9.98,0,-1.1,6.54,Relaxing
1,9.99,0,-1.2,6.48,Relaxing
1,10,0,-1.2,6.48,Relaxing
2,10.03,0.01,-1.2,6.48,Stretching
2,10.03,0,-1.3,6.48,Stretching
2,10.04,0.01,-1.1,6.48,Stretching
2,10.05,0.03,-1,6.48,Stretching
2,10.07,0.04,-0.8,6.54,Stretching
2,10.08,0.05,-0.6,6.42,Stretching
2,10.09,0.07,-0.5,6.54,Stretching
2,10.1,0.08,-0.3,6.48,Stretching
2,10.12,0.09,-0.3,6.48,Stretching
2,10.13,0.1,0,6.48,Stretching
2,10.14,0.12,-0.1,6.54,Stretching
2,10.15,0.13,0,6.48,Stretching
2,10.17,0.13,0.4,6.48,Stretching
2,10.18,0.15,0.5,6.54,Stretching
2,10.19,0.17,0.7,6.54,Stretching
2,10.2,0.17,0.8,6.48,Stretching
2,10.21,0.19,0.9,6.54,Stretching
2,10.23,0.2,1,6.48,Stretching
2,10.24,0.22,0.9,6.54,Stretching
2,10.25,0.23,1.1,6.54,Stretching
2,10.26,0.24,1.3,6.54,Stretching
2,10.28,0.25,1.3,6.6,Stretching
2,10.29,0.26,1.6,6.54,Stretching
2,10.3,0.28,1.5,6.54,Stretching
2,10.31,0.29,1.4,6.54,Stretching
2,10.33,0.3,1.8,6.66,Stretching
2,10.34,0.32,2,6.54,Stretching
2,10.35,0.33,2,6.6,Stretching
2,10.36,0.34,2.2,6.6,Stretching
2,10.38,0.35,2.2,6.6,Stretching
2,10.39,0.37,2.4,6.6,Stretching
2,10.4,0.38,2.5,6.6,Stretching
2,10.41,0.4,2.8,6.66,Stretching
2,10.42,0.4,3,6.6,Stretching
2,10.44,0.41,3,6.66,Stretching
2,10.45,0.43,3,6.66,Stretching
2,10.46,0.45,2.9,6.66,Stretching
2,10.47,0.45,3.1,6.66,Stretching
2,10.49,0.47,3.5,6.66,Stretching
2,10.5,0.48,3.7,6.72,Stretching
2,10.51,0.49,3.5,6.72,Stretching
2,10.52,0.5,3.4,6.72,Stretching
2,10.54,0.52,3.9,6.72,Stretching
2,10.55,0.53,4.2,6.72,Stretching
2,10.56,0.55,4.1,6.72,Stretching
2,10.57,0.55,4,6.78,Stretching
2,10.59,0.56,4.2,6.78,Stretching
2,10.6,0.58,4.5,6.84,Stretching
2,10.61,0.6,4.6,6.84,Stretching
2,10.62,0.61,4.5,6.84,Stretching
2,10.63,0.61,4.7,6.9,Stretching
2,10.65,0.63,5,6.9,Stretching
2,10.66,0.64,5.2,6.84,Stretching
2,10.67,0.65,5.2,6.96,Stretching
2,10.68,0.67,5.3,6.9,Stretching
2,10.7,0.68,5.7,6.96,Stretching
2,10.71,0.7,5.7,6.96,Stretching
2,10.72,0.7,5.9,7.02,Stretching
2,10.73,0.72,5.9,7.02,Stretching
2,10.75,0.73,5.8,7.02,Stretching
2,10.76,0.75,6,7.15,Stretching
2,10.77,0.75,6.2,7.08,Stretching
2,10.78,0.77,6.3,7.08,Stretching
2,10.8,0.79,6.5,7.15,Stretching
2,10.81,0.8,7,7.15,Stretching
2,10.82,0.81,7,7.15,Stretching
2,10.83,0.82,6.8,7.21,Stretching
2,10.85,0.83,7.2,7.33,Stretching
2,10.86,0.85,7.2,7.33,Stretching
2,10.87,0.86,7.3,7.27,Stretching
2,10.88,0.88,7.5,7.39,Stretching
2,10.89,0.88,7.5,7.33,Stretching
2,10.91,0.9,7.7,7.39,Stretching
2,10.92,0.91,7.7,7.33,Stretching
2,10.93,0.92,8,7.39,Stretching
2,10.94,0.93,8,7.39,Stretching
2,10.96,0.95,8,7.39,Stretching
2,10.97,0.96,8,7.45,Stretching
2,10.98,0.97,8,7.45,Stretching
2,10.99,0.99,8.4,7.58,Stretching
2,11.01,1,8.7,7.51,Stretching
2,11.02,1.01,8.6,7.64,Stretching
2,11.03,1.02,8.7,7.64,Stretching
2,11.04,1.03,8.7,7.64,Stretching
2,11.06,1.04,8.9,7.7,Stretching
2,11.07,1.06,9.2,7.64,Stretching
2,11.08,1.08,9.3,7.76,Stretching
2,11.09,1.09,9.3,7.76,Stretching
2,11.1,1.1,9.3,7.82,Stretching
2,11.12,1.11,9.5,7.82,Stretching
2,11.13,1.12,9.7,7.89,Stretching
2,11.14,1.13,10,7.89,Stretching
2,11.15,1.15,9.9,7.89,Stretching
2,11.17,1.16,9.9,7.95,Stretching
2,11.18,1.17,9.7,7.95,Stretching
2,11.19,1.19,10,8.01,Stretching
2,11.2,1.2,10.3,8.01,Stretching
2,11.22,1.21,10.5,8.01,Stretching
2,11.23,1.23,10.4,8.01,Stretching
2,11.24,1.24,10.3,8.08,Stretching
2,11.25,1.25,10.6,8.2,Stretching
2,11.27,1.26,10.5,8.08,Stretching
2,11.28,1.27,10.8,8.14,Stretching
2,11.29,1.29,11.2,8.2,Stretching
2,11.3,1.3,11.3,8.2,Stretching
2,11.31,1.32,11.4,8.27,Stretching
2,11.33,1.33,11.4,8.33,Stretching
2,11.34,1.35,11.4,8.33,Stretching
2,11.35,1.36,11.8,8.39,Stretching
2,11.36,1.37,11.7,8.46,Stretching
2,11.38,1.38,11.5,8.46,Stretching
2,11.39,1.39,11.7,8.46,Stretching
2,11.4,1.4,11.9,8.52,Stretching
2,11.41,1.42,12,8.65,Stretching
2,11.43,1.43,12.3,8.65,Stretching
2,11.44,1.45,12.4,8.71,Stretching
2,11.45,1.46,12.4,8.71,Stretching
2,11.46,1.47,12.4,8.71,Stretching
2,11.48,1.48,12.5,8.78,Stretching
2,11.49,1.5,12.7,8.84,Stretching
2,11.5,1.51,12.7,8.91,Stretching
2,11.51,1.52,12.6,9.04,Stretching
2,11.52,1.53,12.8,9.04,Stretching
2,11.54,1.55,12.7,9.04,Stretching
2,11.55,1.56,12.8,9.17,Stretching
2,11.56,1.57,13.1,9.24,Stretching
2,11.57,1.59,13.2,9.24,Stretching
2,11.59,1.6,13.2,9.3,Stretching
2,11.6,1.61,13.4,9.37,Stretching
2,11.61,1.63,13.5,9.43,Stretching
2,11.62,1.63,13.6,9.43,Stretching
2,11.64,1.65,13.5,9.5,Stretching
2,11.65,1.66,13.8,9.57,Stretching
2,11.66,1.67,14,9.57,Stretching
2,11.67,1.68,13.9,9.7,Stretching
2,11.69,1.7,14,10.04,Stretching
2,11.7,1.71,14.1,9.97,Stretching
2,11.71,1.73,14.3,10.04,Stretching
2,11.72,1.74,14.6,10.04,Stretching
2,11.73,1.75,14.3,10.04,Stretching
2,11.75,1.76,14.3,10.04,Stretching
2,11.76,1.77,14.1,10.1,Stretching
2,11.77,1.78,14.7,10.17,Stretching
2,11.78,1.8,14.9,10.17,Stretching
2,11.8,1.81,15,10.31,Stretching
2,11.81,1.83,15.3,10.38,Stretching
2,11.82,1.84,15.1,10.44,Stretching
2,11.83,1.85,14.9,10.51,Stretching
2,11.85,1.86,15,10.65,Stretching
2,11.86,1.88,15.4,10.58,Stretching
2,11.87,1.88,15.4,10.72,Stretching
2,11.88,1.9,15.5,10.79,Stretching
2,11.89,1.91,15.7,10.86,Stretching
2,11.91,1.92,15.6,11,Stretching
2,11.92,1.93,15.8,10.93,Stretching
2,11.93,1.95,15.9,11,Stretching
2,11.94,1.96,16,11.07,Stretching
2,11.96,1.98,16.1,11,Stretching
2,11.97,1.98,16.2,11.07,Stretching
2,11.98,2,16.3,11.14,Stretching
2,11.99,2.02,16.2,11.28,Stretching
2,12.01,2.02,16.2,11.35,Stretching
2,12.02,2.04,16.2,11.21,Stretching
2,12.03,2.05,16.3,11.28,Stretching
2,12.04,2.06,16.7,11.28,Stretching
2,12.06,2.07,16.7,11.21,Stretching
2,12.07,2.09,16.7,11.28,Stretching
2,12.08,2.1,16.8,11.28,Stretching
2,12.09,2.11,16.9,11.42,Stretching
2,12.1,2.13,16.8,11.42,Stretching
2,12.12,2.14,16.9,11.42,Stretching
2,12.13,2.15,17,11.42,Stretching
2,12.14,2.16,17.1,11.56,Stretching
2,12.15,2.18,17.3,11.64,Stretching
2,12.17,2.19,17.4,11.71,Stretching
2,12.18,2.2,17.6,11.85,Stretching
2,12.19,2.22,17.7,11.85,Stretching
2,12.2,2.22,17.6,11.78,Stretching
2,12.22,2.24,17.7,11.85,Stretching
2,12.23,2.25,17.6,11.85,Stretching
2,12.24,2.26,17.8,11.92,Stretching
2,12.25,2.28,17.9,11.85,Stretching
2,12.27,2.29,18.1,12,Stretching
2,12.28,2.3,17.9,12,Stretching
2,12.29,2.32,18,12,Stretching
2,12.3,2.33,18.2,12,Stretching
2,12.31,2.34,18.5,12,Stretching
2,12.33,2.36,18.4,12.07,Stretching
2,12.34,2.37,18.3,12.07,Stretching
2,12.35,2.38,18.9,12.14,Stretching
2,12.36,2.4,18.8,12.07,Stretching
2,12.38,2.41,18.6,12.21,Stretching
2,12.39,2.42,18.7,12.14,Stretching
2,12.4,2.43,18.8,12.14,Stretching
2,12.41,2.45,19,12.14,Stretching
2,12.43,2.46,19,12.21,Stretching
2,12.44,2.47,19.1,12.36,Stretching
2,12.45,2.49,19.3,12.36,Stretching
2,12.46,2.5,19.3,12.43,Stretching
2,12.48,2.51,19.4,12.43,Stretching
2,12.49,2.52,19.7,12.58,Stretching
2,12.5,2.54,19.8,12.43,Stretching
2,12.51,2.55,19.8,12.58,Stretching
2,12.52,2.56,19.6,12.65,Stretching
2,12.54,2.57,19.6,12.65,Stretching
2,12.55,2.59,19.7,12.73,Stretching
2,12.56,2.6,19.9,12.73,Stretching
2,12.57,2.61,20,12.73,Stretching
2,12.59,2.62,20,12.73,Stretching
2,12.6,2.64,19.9,12.8,Stretching
2,12.61,2.65,20,12.8,Stretching
2,12.62,2.66,20.3,12.8,Stretching
2,12.64,2.68,20.4,12.95,Stretching
2,12.65,2.69,20.5,12.95,Stretching
2,12.66,2.7,20.7,13.03,Stretching
2,12.67,2.71,20.8,13.03,Stretching
2,12.69,2.73,20.7,13.1,Stretching
2,12.7,2.74,20.6,13.1,Stretching
2,12.71,2.75,20.7,13.1,Stretching
2,12.72,2.76,20.7,13.18,Stretching
2,12.73,2.78,20.8,13.18,Stretching
2,12.75,2.79,20.9,13.18,Stretching
2,12.76,2.8,21.1,13.18,Stretching
2,12.77,2.82,21.1,13.25,Stretching
2,12.78,2.83,21.3,13.25,Stretching
2,12.8,2.84,21.4,13.25,Stretching
2,12.81,2.86,21.7,13.33,Stretching
2,12.82,2.87,21.8,13.33,Stretching
2,12.83,2.88,21.8,13.33,Stretching
2,12.85,2.9,21.7,13.48,Stretching
2,12.86,2.91,21.5,13.4,Stretching
2,12.87,2.92,21.7,13.4,Stretching
2,12.88,2.94,21.8,13.48,Stretching
2,12.9,2.95,21.7,13.48,Stretching
2,12.91,2.96,22.1,13.48,Stretching
2,12.92,2.98,22.3,13.56,Stretching
2,12.93,2.98,22.2,13.48,Stretching
2,12.94,3,22.4,13.56,Stretching
2,12.96,3.01,22.5,13.56,Stretching
2,12.97,3.02,22.6,13.63,Stretching
2,12.98,3.03,22.6,13.63,Stretching
2,12.99,3.05,22.7,13.63,Stretching
2,13.01,3.06,22.7,13.71,Stretching
2,13.02,3.08,22.8,13.56,Stretching
2,13.03,3.09,22.6,13.63,Stretching
2,13.04,3.1,22.9,13.63,Stretching
2,13.06,3.11,23.1,13.63,Stretching
2,13.07,3.13,23.1,13.63,Stretching
2,13.08,3.14,23.2,13.63,Stretching
2,13.09,3.15,23.3,13.71,Stretching
2,13.11,3.17,23.2,13.71,Stretching
2,13.12,3.18,23.2,13.79,Stretching
2,13.13,3.19,23.4,13.79,Stretching
2,13.14,3.2,23.5,13.79,Stretching
2,13.15,3.22,23.3,13.79,Stretching
2,13.17,3.23,23.4,13.86,Stretching
2,13.18,3.24,23.8,13.86,Stretching
2,13.19,3.26,23.8,13.79,Stretching
2,13.2,3.27,23.6,13.94,Stretching
2,13.22,3.28,23.6,13.86,Stretching
2,13.23,3.3,23.6,13.86,Stretching
2,13.24,3.31,23.8,14.02,Stretching
2,13.25,3.32,23.9,14.09,Stretching
2,13.27,3.34,24.3,14.09,Stretching
2,13.28,3.35,24.3,14.09,Stretching
2,13.29,3.36,24.2,14.09,Stretching
2,13.3,3.37,24.4,14.09,Stretching
2,13.32,3.38,24.5,14.09,Stretching
2,13.33,3.4,24.4,14.09,Stretching
2,13.34,3.41,24.5,14.09,Stretching
2,13.35,3.42,24.7,14.09,Stretching
2,13.36,3.44,24.6,14.17,Stretching
2,13.38,3.45,24.5,14.17,Stretching
2,13.39,3.46,24.6,14.25,Stretching
2,13.4,3.47,24.9,14.33,Stretching
2,13.41,3.49,25,14.25,Stretching
2,13.43,3.5,25.1,14.25,Stretching
2,13.44,3.51,25,14.25,Stretching
2,13.45,3.53,25.1,14.33,Stretching
2,13.46,3.54,25.2,14.33,Stretching
2,13.48,3.55,25.2,14.33,Stretching
2,13.49,3.57,25.3,14.41,Stretching
2,13.5,3.58,25.8,14.41,Stretching
2,13.51,3.59,25.9,14.41,Stretching
2,13.53,3.6,25.7,14.41,Stretching
2,13.54,3.62,-41.1,14.41,Stretching
2,13.55,3.63,25.9,14.56,Stretching
2,13.61,3.69,25.9,14.56,Stretching
2,13.62,3.7,25.9,14.64,Stretching
2,13.63,3.72,26,14.64,Stretching
2,13.65,3.73,26.2,14.72,Stretching
2,13.66,3.74,26.5,14.64,Stretching
2,13.67,3.76,26.5,14.64,Stretching
2,13.68,3.77,26.5,14.72,Stretching
2,13.7,3.78,26.7,14.72,Stretching
2,13.71,3.8,26.8,14.8,Stretching
2,13.72,3.81,26.8,14.8,Stretching
2,13.73,3.82,27,14.8,Stretching
2,13.75,3.83,26.9,14.88,Stretching
2,13.76,3.85,26.9,14.96,Stretching
2,13.77,3.87,26.9,14.96,Stretching
2,13.78,3.88,26.9,14.88,Stretching
2,13.8,3.89,27.1,15.04,Stretching
2,13.81,3.91,27.2,14.88,Stretching
2,13.82,3.92,27.6,14.96,Stretching
2,13.83,3.93,27.7,14.96,Stretching
2,13.84,3.95,27.9,14.96,Stretching
2,13.86,3.96,27.7,14.96,Stretching
2,13.87,3.97,27.5,14.96,Stretching
2,13.88,3.98,27.7,15.04,Stretching
2,13.89,4,27.9,14.96,Stretching
2,13.91,4.01,27.9,15.04,Stretching
2,13.92,4.03,27.9,15.12,Stretching
2,13.93,4.03,28.1,15.12,Stretching
2,13.94,4.05,28.3,15.04,Stretching
2,13.96,4.07,28.3,15.12,Stretching
2,13.97,4.07,28.2,15.12,Stretching
2,13.98,4.09,28.2,15.2,Stretching
2,13.99,4.1,28.4,15.2,Stretching
2,14.01,4.11,28.4,15.12,Stretching
2,14.02,4.13,28.6,15.28,Stretching
2,14.03,4.14,28.6,15.2,Stretching
2,14.04,4.16,28.7,15.28,Stretching
2,14.05,4.17,28.8,15.28,Stretching
2,14.07,4.18,28.8,15.28,Stretching
2,14.08,4.2,29,15.28,Stretching
2,14.09,4.21,29.2,15.28,Stretching
2,14.1,4.22,29,15.36,Stretching
2,14.12,4.24,29.1,15.36,Stretching
2,14.13,4.25,29.6,15.36,Stretching
2,14.14,4.26,29.7,15.36,Stretching
2,14.15,4.28,29.2,15.44,Stretching
2,14.17,4.28,29.2,15.52,Stretching
2,14.18,4.3,29.6,15.44,Stretching
2,14.19,4.31,29.7,15.44,Stretching
2,14.2,4.32,29.6,15.52,Stretching
2,14.22,4.34,29.5,15.52,Stretching
2,14.23,4.35,29.9,15.52,Stretching
2,14.24,4.36,30.1,15.52,Stretching
2,14.25,4.37,30.3,15.52,Stretching
2,14.26,4.39,30.3,15.61,Stretching
2,14.28,4.4,30.1,15.52,Stretching
2,14.29,4.41,30,15.61,Stretching
2,14.3,4.43,30.1,15.61,Stretching
2,14.31,4.44,30.6,15.61,Stretching
2,14.33,4.45,30.7,15.61,Stretching
2,14.34,4.47,30.4,15.61,Stretching
2,14.35,4.48,30.2,15.61,Stretching
2,14.36,4.49,30.6,15.61,Stretching
2,14.38,4.5,30.7,15.61,Stretching
2,14.39,4.51,30.9,15.69,Stretching
2,14.4,4.53,31.1,15.69,Stretching
2,14.41,4.54,31.1,15.69,Stretching
2,14.43,4.55,31.1,15.69,Stretching
2,14.44,4.56,31.1,15.69,Stretching
2,14.45,4.57,31.1,15.69,Stretching
2,14.46,4.59,31.5,15.69,Stretching
2,14.48,4.6,31.7,15.77,Stretching
2,14.49,4.61,31.8,15.69,Stretching
2,14.5,4.63,31.9,15.69,Stretching
2,14.51,4.64,31.8,15.69,Stretching
2,14.52,4.65,31.5,15.69,Stretching
2,14.54,4.67,31.7,15.69,Stretching
2,14.55,4.68,31.8,15.77,Stretching
2,14.56,4.69,32,15.77,Stretching
2,14.57,4.71,32,15.77,Stretching
2,14.59,4.72,32.2,15.93,Stretching
2,14.6,4.73,32.4,15.85,Stretching
2,14.61,4.75,32.5,15.85,Stretching
2,14.62,4.76,32.8,15.85,Stretching
2,14.64,4.77,32.6,15.85,Stretching
2,14.65,4.78,32.6,15.93,Stretching
2,14.66,4.8,32.6,15.85,Stretching
2,14.67,4.81,32.7,16.02,Stretching
2,14.69,4.82,33.1,15.93,Stretching
2,14.7,4.84,33.1,15.93,Stretching
2,14.71,4.84,33,16.02,Stretching
2,14.72,4.86,33.1,16.02,Stretching
2,14.73,4.88,33.5,15.93,Stretching
2,14.75,4.89,33.6,16.02,Stretching
2,14.76,4.9,33.5,16.02,Stretching
2,14.77,4.92,33.7,16.02,Stretching
2,14.78,4.93,33.7,15.93,Stretching
2,14.8,4.94,33.6,16.02,Stretching
2,14.81,4.96,33.8,16.02,Stretching
2,14.82,4.97,34,16.02,Stretching
2,14.83,4.98,33.9,16.1,Stretching
2,14.85,4.97,33.6,16.02,Stretching
2,14.86,4.97,33.6,16.02,Stretching
2,14.87,4.97,33.5,16.02,Stretching
2,14.88,4.97,33.3,16.02,Stretching
2,14.9,4.97,33.5,16.02,Stretching
2,14.91,4.97,33.5,16.02,Stretching
2,14.92,4.97,33.3,16.02,Stretching
2,14.93,4.97,33.5,16.02,Stretching
2,14.94,4.97,33.4,16.02,Stretching
2,14.96,4.97,33.1,16.02,Stretching
2,14.97,4.97,33.1,16.1,Stretching
