Time,Displacement,Tension,Resistance,Stutus
53.16,10.68,23.9,41.38,Relaxing
53.17,10.67,23.7,41.22,Relaxing
53.19,10.65,23.4,41.06,Relaxing
53.2,10.64,23.6,41.22,Relaxing
53.21,10.63,23.6,40.9,Relaxing
53.22,10.61,23.5,41.06,Relaxing
53.24,10.6,23.7,40.9,Relaxing
53.25,10.59,23.8,40.9,Relaxing
53.26,10.57,23.4,40.74,Relaxing
53.27,10.56,23.2,40.74,Relaxing
53.29,10.55,23.6,40.74,Relaxing
53.3,10.54,23.6,40.9,Relaxing
53.31,10.52,23.5,40.74,Relaxing
53.32,10.52,23.4,40.74,Relaxing
53.34,10.5,23.2,40.58,Relaxing
53.35,10.48,23.3,40.74,Relaxing
53.36,10.48,23.2,40.58,Relaxing
53.37,10.47,23,40.58,Relaxing
53.38,10.45,23.1,40.58,Relaxing
53.4,10.44,23.2,40.74,Relaxing
53.41,10.43,22.9,40.26,Relaxing
53.42,10.41,22.8,40.26,Relaxing
53.43,10.4,23.1,40.26,Relaxing
53.45,10.39,23.1,40.42,Relaxing
53.46,10.38,22.8,40.42,Relaxing
53.47,10.36,22.8,40.42,Relaxing
53.48,10.35,22.8,40.42,Relaxing
53.5,10.34,22.6,40.42,Relaxing
53.51,10.32,22.7,40.1,Relaxing
53.52,10.31,22.6,40.42,Relaxing
53.53,10.3,22.3,40.26,Relaxing
53.54,10.28,22.6,40.26,Relaxing
53.56,10.27,22.6,40.1,Relaxing
53.57,10.26,22.3,39.95,Relaxing
53.58,10.24,22.2,39.95,Relaxing
53.59,10.23,22.3,39.95,Relaxing
53.61,10.22,22.2,39.95,Relaxing
53.62,10.21,22.3,39.79,Relaxing
53.63,10.19,22.3,39.95,Relaxing
53.64,10.18,21.9,39.95,Relaxing
53.66,10.17,22,39.95,Relaxing
53.67,10.15,21.8,39.63,Relaxing
53.68,10.14,21.7,39.79,Relaxing
53.69,10.13,22.1,39.95,Relaxing
53.71,10.11,22.1,39.79,Relaxing
53.72,10.1,21.8,39.95,Relaxing
53.73,10.09,22,39.95,Relaxing
53.74,10.08,22,39.63,Relaxing
53.76,10.06,21.8,39.48,Relaxing
53.77,10.05,21.8,39.48,Relaxing
53.78,10.04,21.6,39.48,Relaxing
53.79,10.02,21.5,39.63,Relaxing
53.8,10.01,21.7,39.32,Relaxing
53.82,10,21.5,39.63,Relaxing
53.83,9.99,21.3,39.48,Relaxing
53.84,9.98,21.5,39.63,Relaxing
53.85,9.96,21.8,39.48,Relaxing
53.87,9.95,21.6,39.48,Relaxing
53.88,9.94,21.5,39.48,Relaxing
53.89,9.92,21.4,39.32,Relaxing
53.9,9.91,21.3,39.17,Relaxing
53.92,9.9,21.2,39.32,Relaxing
53.93,9.88,21.1,39.01,Relaxing
53.94,9.87,20.8,39.01,Relaxing
53.95,9.85,21,39.17,Relaxing
53.97,9.85,21.3,39.17,Relaxing
53.98,9.84,21,39.01,Relaxing
53.99,9.82,20.7,38.86,Relaxing
54,9.81,20.9,39.01,Relaxing
54.01,9.8,20.9,38.86,Relaxing
54.03,9.78,20.7,38.86,Relaxing
54.04,9.77,20.7,38.71,Relaxing
54.05,9.76,20.6,38.71,Relaxing
54.06,9.74,20.4,38.86,Relaxing
54.08,9.73,20.4,38.86,Relaxing
54.09,9.72,20.5,38.71,Relaxing
54.1,9.71,20.9,38.86,Relaxing
54.11,9.69,20.8,38.86,Relaxing
54.13,9.68,20.8,38.71,Relaxing
54.14,9.67,20.5,38.86,Relaxing
54.15,9.65,20.3,38.55,Relaxing
54.16,9.64,20.5,38.55,Relaxing
54.17,9.63,20.6,38.55,Relaxing
54.19,9.61,20.2,38.55,Relaxing
54.2,9.6,20.3,38.4,Relaxing
54.21,9.59,20.2,38.4,Relaxing
54.22,9.57,20.2,38.4,Relaxing
54.24,9.56,20.2,38.25,Relaxing
54.25,9.56,20.2,38.4,Relaxing
54.26,9.53,20,38.1,Relaxing
54.27,9.52,19.6,38.1,Relaxing
54.29,9.52,19.8,38.25,Relaxing
54.3,9.5,20.1,38.4,Relaxing
54.31,9.48,20.3,38.25,Relaxing
54.32,9.48,19.9,38.4,Relaxing
54.33,9.46,20,38.55,Relaxing
54.35,9.44,19.9,38.4,Relaxing
54.36,9.44,20,38.25,Relaxing
54.37,9.43,19.8,38.4,Relaxing
54.38,9.41,19.5,38.25,Relaxing
54.4,9.4,19.6,38.25,Relaxing
54.41,9.39,19.7,38.1,Relaxing
54.42,9.37,19.7,38.25,Relaxing
54.43,9.35,19.7,38.1,Relaxing
54.45,9.35,19.5,37.95,Relaxing
54.46,9.33,19.6,37.8,Relaxing
54.47,9.32,19.4,37.8,Relaxing
54.48,9.31,19.4,37.65,Relaxing
54.49,9.29,19.3,37.65,Relaxing
54.51,9.28,19.4,37.65,Relaxing
54.52,9.27,19.3,37.65,Relaxing
54.53,9.26,19.1,37.35,Relaxing
54.54,9.24,19,37.65,Relaxing
54.56,9.23,19.3,37.65,Relaxing
54.57,9.22,19.1,37.35,Relaxing
54.58,9.2,19,37.65,Relaxing
54.59,9.19,18.6,37.8,Relaxing
54.61,9.18,18.8,37.65,Relaxing
54.62,9.17,18.9,37.65,Relaxing
54.63,9.15,18.6,37.5,Relaxing
54.64,9.14,18.7,37.65,Relaxing
54.66,9.13,18.8,37.65,Relaxing
54.67,9.11,18.8,37.65,Relaxing
54.68,9.1,18.9,37.5,Relaxing
54.69,9.09,18.7,37.2,Relaxing
54.7,9.08,18.6,37.35,Relaxing
54.72,9.07,18.6,37.35,Relaxing
54.73,9.05,18.5,37.35,Relaxing
54.74,9.04,18.3,37.2,Relaxing
54.76,9.03,18.4,37.2,Relaxing
54.77,9.02,18.6,37.06,Relaxing
54.78,9,18.6,37.5,Relaxing
54.79,8.99,18.8,37.65,Relaxing
54.8,8.98,18.7,37.35,Relaxing
54.82,8.96,18.5,37.2,Relaxing
54.83,8.95,18.5,37.2,Relaxing
54.84,8.94,18.4,36.91,Relaxing
54.85,8.92,17.9,36.91,Relaxing
54.87,8.91,17.9,37.06,Relaxing
54.88,8.9,18,37.06,Relaxing
54.89,8.88,18.1,37.06,Relaxing
54.9,8.87,18,37.06,Relaxing
54.91,8.86,17.7,37.06,Relaxing
54.93,8.84,17.9,37.06,Relaxing
54.94,8.83,17.9,37.06,Relaxing
54.95,8.81,17.8,37.06,Relaxing
54.97,8.8,18,36.76,Relaxing
54.98,8.79,17.8,36.76,Relaxing
54.99,8.77,17.7,36.62,Relaxing
55,8.76,17.7,36.47,Relaxing
55.01,8.75,17.4,36.62,Relaxing
55.03,8.74,17.5,36.62,Relaxing
55.04,8.72,17.6,36.47,Relaxing
55.05,8.71,17.7,36.47,Relaxing
55.06,8.7,17.7,36.19,Relaxing
55.08,8.69,17.7,36.33,Relaxing
55.09,8.67,17.6,36.47,Relaxing
55.1,8.67,17.4,36.19,Relaxing
55.11,8.65,17.3,36.47,Relaxing
55.12,8.64,17.4,36.33,Relaxing
55.14,8.63,17.5,36.33,Relaxing
55.15,8.61,17.4,36.33,Relaxing
55.16,8.6,17.3,36.19,Relaxing
55.17,8.59,17.2,36.04,Relaxing
55.19,8.57,17.1,36.19,Relaxing
55.2,8.56,17.1,36.19,Relaxing
55.21,8.55,17.3,36.19,Relaxing
55.22,8.53,17,36.19,Relaxing
55.24,8.52,16.9,36.04,Relaxing
55.25,8.51,17.1,35.9,Relaxing
55.26,8.5,16.9,36.04,Relaxing
55.27,8.48,17,36.47,Relaxing
55.29,8.47,17.1,36.33,Relaxing
55.3,8.46,16.9,36.33,Relaxing
55.31,8.44,16.7,36.04,Relaxing
55.32,8.43,16.7,35.9,Relaxing
55.33,8.42,16.7,36.19,Relaxing
55.35,8.4,16.7,35.76,Relaxing
55.36,8.39,17,35.76,Relaxing
55.37,8.38,16.9,35.61,Relaxing
55.38,8.36,16.6,36.04,Relaxing
55.4,8.35,16.3,35.9,Relaxing
55.41,8.35,16.3,35.76,Relaxing
55.42,8.32,16.4,35.76,Relaxing
55.43,8.31,16.4,35.61,Relaxing
55.45,8.31,16.3,35.33,Relaxing
55.46,8.29,16.5,35.33,Relaxing
55.47,8.27,16.4,35.33,Relaxing
55.48,8.27,16.3,35.33,Relaxing
55.5,8.25,16.3,35.47,Relaxing
55.51,8.23,16.3,35.47,Relaxing
55.52,8.23,16.2,35.47,Relaxing
55.53,8.22,16.1,35.61,Relaxing
55.54,8.2,16.1,35.33,Relaxing
55.56,8.19,15.9,35.33,Relaxing
55.57,8.18,16,35.33,Relaxing
55.58,8.16,15.9,35.19,Relaxing
55.59,8.15,16,35.05,Relaxing
55.61,8.14,15.8,34.77,Relaxing
55.62,8.13,15.8,34.77,Relaxing
55.63,8.11,15.8,34.77,Relaxing
55.64,8.1,15.8,34.77,Relaxing
55.66,8.09,15.6,34.77,Relaxing
55.67,8.07,15.5,34.91,Relaxing
55.68,8.06,15.5,35.05,Relaxing
55.69,8.05,15.7,34.91,Relaxing
55.71,8.03,15.6,34.91,Relaxing
55.72,8.02,15.4,34.77,Relaxing
55.73,8.01,15.4,34.91,Relaxing
55.74,8,15.3,34.91,Relaxing
55.76,7.99,15.4,34.49,Relaxing
55.77,7.97,15.5,34.63,Relaxing
55.78,7.96,15.5,34.36,Relaxing
55.79,7.95,15.3,34.63,Relaxing
55.8,7.93,15.4,34.49,Relaxing
55.82,7.92,15.3,34.77,Relaxing
55.83,7.91,15.2,34.77,Relaxing
55.84,7.9,15,34.63,Relaxing
55.85,7.88,14.9,34.63,Relaxing
55.87,7.86,14.8,34.22,Relaxing
55.88,7.86,14.8,34.63,Relaxing
55.89,7.84,14.9,34.77,Relaxing
55.9,7.82,15,34.49,Relaxing
55.91,7.82,15.1,34.36,Relaxing
55.93,7.8,15,34.36,Relaxing
55.94,7.79,15,34.49,Relaxing
55.95,7.78,14.7,34.22,Relaxing
55.97,7.76,14.4,34.22,Relaxing
55.98,7.75,14.4,34.08,Relaxing
55.99,7.74,14.5,34.08,Relaxing
56,7.72,14.4,33.94,Relaxing
56.01,7.71,14.5,33.94,Relaxing
56.03,7.7,14.5,33.67,Relaxing
56.04,7.69,14.5,33.81,Relaxing
56.05,7.67,14.5,33.81,Relaxing
56.06,7.66,14.4,33.94,Relaxing
56.08,7.65,14.3,33.94,Relaxing
56.09,7.64,14.3,34.08,Relaxing
56.1,7.63,14.4,33.94,Relaxing
56.11,7.61,14.3,33.81,Relaxing
56.12,7.59,14,33.67,Relaxing
56.14,7.59,14.1,33.67,Relaxing
56.15,7.57,14.2,33.67,Relaxing
56.16,7.56,14.1,33.81,Relaxing
56.17,7.55,14.2,33.67,Relaxing
56.19,7.53,13.9,33.81,Relaxing
56.2,7.52,13.7,33.81,Relaxing
56.21,7.51,13.7,33.54,Relaxing
56.22,7.5,13.9,33.67,Relaxing
56.24,7.48,13.9,33.4,Relaxing
56.25,7.47,13.8,33.67,Relaxing
56.26,7.46,13.8,33.54,Relaxing
56.27,7.44,13.9,33.54,Relaxing
56.29,7.43,13.8,33.54,Relaxing
56.3,7.42,13.8,33.4,Relaxing
56.31,7.41,13.7,33.27,Relaxing
56.32,7.39,13.4,33.27,Relaxing
56.33,7.38,13.5,33.13,Relaxing
56.35,7.36,13.5,33,Relaxing
56.36,7.35,13.4,33.13,Relaxing
56.37,7.34,13.6,33.13,Relaxing
56.38,7.32,13.3,33.13,Relaxing
56.4,7.31,13.3,33.27,Relaxing
56.41,7.3,13.4,33.27,Relaxing
56.42,7.28,13.3,33.4,Relaxing
56.43,7.27,13.3,33.13,Relaxing
56.45,7.26,13.2,33.13,Relaxing
56.46,7.25,13.2,33.13,Relaxing
56.47,7.24,13.4,33,Relaxing
56.48,7.23,13.2,33.13,Relaxing
56.5,7.21,13.1,33.13,Relaxing
56.51,7.2,13.1,33.13,Relaxing
56.52,7.19,13.1,32.87,Relaxing
56.53,7.18,12.9,33.13,Relaxing
56.54,7.16,13,33,Relaxing
56.56,7.15,13.1,33.13,Relaxing
56.57,7.14,13,33,Relaxing
56.58,7.12,12.9,33,Relaxing
56.59,7.11,12.8,32.87,Relaxing
56.61,7.09,12.9,32.47,Relaxing
56.62,7.09,12.8,32.6,Relaxing
56.63,7.07,12.5,32.74,Relaxing
56.64,7.05,12.5,32.6,Relaxing
56.66,7.05,12.7,32.47,Relaxing
56.67,7.03,12.6,32.34,Relaxing
56.68,7.02,12.6,32.47,Relaxing
56.69,7.01,12.5,32.47,Relaxing
56.71,6.99,12.4,32.47,Relaxing
56.72,6.98,12.4,32.47,Relaxing
56.73,6.97,12.4,32.47,Relaxing
56.74,6.96,12.3,32.47,Relaxing
56.76,6.95,12.4,32.34,Relaxing
56.77,6.93,12.4,32.21,Relaxing
56.78,6.92,12.1,32.21,Relaxing
56.79,6.91,11.8,32.34,Relaxing
56.8,6.9,11.9,32.08,Relaxing
56.82,6.88,12.1,32.21,Relaxing
56.83,6.86,12,32.34,Relaxing
56.84,6.86,12,32.34,Relaxing
56.85,6.84,11.9,32.21,Relaxing
56.87,6.83,11.9,31.95,Relaxing
56.88,6.82,11.9,32.08,Relaxing
56.89,6.8,11.9,32.08,Relaxing
56.9,6.79,11.9,32.08,Relaxing
56.92,6.78,11.8,32.21,Relaxing
56.93,6.76,11.8,31.95,Relaxing
56.94,6.75,11.9,32.08,Relaxing
56.95,6.74,11.7,31.82,Relaxing
56.97,6.73,11.6,31.69,Relaxing
56.98,6.72,11.7,31.82,Relaxing
56.99,6.71,11.6,31.82,Relaxing
57,6.69,11.7,31.82,Relaxing
57.01,6.68,11.6,31.69,Relaxing
57.03,6.67,11.5,32.08,Relaxing
57.04,6.65,11.5,31.44,Relaxing
57.05,6.64,11.4,31.31,Relaxing
57.06,6.63,11.4,31.31,Relaxing
57.08,6.61,11.4,31.18,Relaxing
57.09,6.6,11.4,31.18,Relaxing
57.1,6.59,11.5,31.05,Relaxing
57.11,6.57,11.5,31.31,Relaxing
57.13,6.57,11.3,31.05,Relaxing
57.14,6.55,11.3,30.93,Relaxing
57.15,6.54,11,30.68,Relaxing
57.16,6.53,11,30.68,Relaxing
57.17,6.51,11.3,30.3,Relaxing
57.19,6.5,11.2,30.55,Relaxing
57.2,6.49,11.2,30.55,Relaxing
57.21,6.48,11.1,30.3,Relaxing
57.22,6.46,11.2,30.3,Relaxing
57.24,6.45,11,30.05,Relaxing
57.25,6.44,10.7,30.05,Relaxing
57.26,6.43,10.7,29.93,Relaxing
57.27,6.41,10.7,30.05,Relaxing
57.29,6.4,10.8,29.93,Relaxing
57.3,6.39,10.8,29.81,Relaxing
57.31,6.37,10.6,29.93,Relaxing
57.32,6.36,10.4,29.93,Relaxing
57.34,6.34,10.3,29.93,Relaxing
57.35,6.33,10.2,29.81,Relaxing
57.36,6.32,10.5,29.81,Relaxing
57.37,6.3,10.5,29.81,Relaxing
57.38,6.29,10.2,29.81,Relaxing
57.4,6.28,10.2,29.56,Relaxing
57.41,6.26,10.4,29.56,Relaxing
57.42,6.25,10.4,29.44,Relaxing
57.43,6.24,10.5,29.44,Relaxing
57.45,6.23,10.4,29.2,Relaxing
57.46,6.22,10.2,29.32,Relaxing
57.47,6.2,10.1,29.44,Relaxing
57.48,6.19,10,29.32,Relaxing
57.5,6.18,10,29.32,Relaxing
57.51,6.16,10.1,28.84,Relaxing
57.52,6.15,9.9,29.08,Relaxing
57.53,6.14,9.6,28.96,Relaxing
57.54,6.13,9.7,29.2,Relaxing
57.56,6.11,9.8,29.2,Relaxing
57.57,6.1,10,29.08,Relaxing
57.58,6.09,9.9,29.2,Relaxing
57.59,6.07,9.8,28.96,Relaxing
57.61,6.06,9.5,29.08,Relaxing
57.62,6.05,9.5,28.96,Relaxing
57.63,6.03,9.4,28.96,Relaxing
57.64,6.02,9.4,28.96,Relaxing
57.66,6.01,9.5,28.72,Relaxing
57.67,5.99,9.7,28.72,Relaxing
57.68,5.98,9.6,28.36,Relaxing
57.69,5.97,9.4,28.6,Relaxing
57.7,5.96,9.5,28.48,Relaxing
57.72,5.94,9.2,28.6,Relaxing
57.73,5.93,9,28.36,Relaxing
57.74,5.91,9.1,28.6,Relaxing
57.76,5.9,9,28.6,Relaxing
57.77,5.89,9.3,28.6,Relaxing
57.78,5.88,9.3,28.36,Relaxing
57.79,5.86,9.3,28.48,Relaxing
57.8,5.85,9.1,28.48,Relaxing
57.82,5.84,9,28.36,Relaxing
57.83,5.82,9.1,28.24,Relaxing
57.84,5.81,9.2,28.36,Relaxing
57.85,5.8,9,28.24,Relaxing
57.87,5.78,8.7,27.89,Relaxing
57.88,5.77,8.8,27.89,Relaxing
57.89,5.76,8.8,27.78,Relaxing
57.9,5.74,8.8,27.78,Relaxing
57.91,5.73,8.8,27.89,Relaxing
57.93,5.72,8.6,27.66,Relaxing
57.94,5.71,8.3,27.66,Relaxing
57.95,5.7,8.3,27.66,Relaxing
57.97,5.68,8.6,27.78,Relaxing
57.98,5.67,8.8,27.66,Relaxing
57.99,5.66,8.5,27.54,Relaxing
58,5.64,8.5,27.2,Relaxing
58.01,5.63,8.5,27.54,Relaxing
58.03,5.61,8.5,27.43,Relaxing
58.04,5.61,8.5,27.43,Relaxing
58.05,5.59,8.3,27.31,Relaxing
58.06,5.57,8.2,27.31,Relaxing
58.08,5.57,8.2,27.2,Relaxing
58.09,5.55,7.8,27.2,Relaxing
58.1,5.54,7.8,27.08,Relaxing
58.11,5.53,8,26.97,Relaxing
58.12,5.51,8,26.86,Relaxing
58.14,5.5,8,26.97,Relaxing
58.15,5.49,8,26.86,Relaxing
58.16,5.47,8.3,26.74,Relaxing
58.17,5.46,8.3,26.63,Relaxing
58.19,5.45,8.1,26.52,Relaxing
58.2,5.43,8.1,26.63,Relaxing
58.21,5.42,7.9,26.52,Relaxing
58.22,5.41,7.5,26.52,Relaxing
58.24,5.4,7.5,26.52,Relaxing
58.25,5.38,7.9,26.41,Relaxing
58.26,5.37,7.8,26.29,Relaxing
58.27,5.36,7.7,26.41,Relaxing
58.29,5.34,7.6,26.29,Relaxing
58.3,5.33,7.4,26.29,Relaxing
58.31,5.32,7.5,26.29,Relaxing
58.32,5.3,7.6,26.18,Relaxing
58.33,5.29,7.6,25.96,Relaxing
58.35,5.28,7.5,25.96,Relaxing
58.36,5.26,7.6,25.85,Relaxing
58.37,5.25,7.6,25.96,Relaxing
58.38,5.24,7.3,25.85,Relaxing
58.4,5.22,7.5,25.74,Relaxing
58.41,5.22,7.3,25.74,Relaxing
58.42,5.2,7.2,25.74,Relaxing
58.43,5.19,7.3,25.74,Relaxing
58.45,5.18,7,25.52,Relaxing
58.46,5.16,6.9,25.63,Relaxing
58.47,5.15,6.9,25.52,Relaxing
58.48,5.14,6.9,25.41,Relaxing
58.5,5.13,6.9,25.3,Relaxing
58.51,5.11,7,25.3,Relaxing
58.52,5.09,7,25.3,Relaxing
58.53,5.09,7.1,24.87,Relaxing
58.54,5.07,7.2,24.98,Relaxing
58.56,5.05,7,25.19,Relaxing
58.57,5.05,6.7,24.98,Relaxing
58.58,5.03,6.7,25.09,Relaxing
58.59,5.01,6.7,24.98,Relaxing
58.61,5.01,6.8,24.98,Relaxing
58.62,4.99,6.7,24.98,Relaxing
58.63,4.98,6.5,25.09,Relaxing
58.64,4.97,6.4,25.09,Relaxing
58.66,4.95,6.3,24.66,Relaxing
58.67,4.94,6.4,24.44,Relaxing
58.68,4.93,6.6,24.34,Relaxing
58.69,4.91,6.5,24.23,Relaxing
58.71,4.9,6.3,24.13,Relaxing
58.72,4.89,6.2,24.23,Relaxing
58.73,4.87,6.2,24.34,Relaxing
58.74,4.85,6,24.55,Relaxing
58.76,4.84,6,24.23,Relaxing
58.77,4.82,6.2,24.66,Relaxing
58.78,4.82,5.9,24.66,Relaxing
58.79,4.8,6,24.34,Relaxing
58.8,4.78,6.2,24.44,Relaxing
58.82,4.77,6,24.34,Relaxing
58.83,4.76,5.9,24.23,Relaxing
58.84,4.75,6,24.23,Relaxing
58.85,4.73,5.7,24.13,Relaxing
58.87,4.72,5.6,24.02,Relaxing
58.88,4.71,5.7,24.23,Relaxing
58.89,4.69,5.6,23.92,Relaxing
58.9,4.68,5.6,23.81,Relaxing
58.91,4.67,5.6,23.81,Relaxing
58.93,4.65,5.8,23.71,Relaxing
58.94,4.64,5.9,23.92,Relaxing
58.95,4.63,5.8,23.71,Relaxing
58.97,4.61,5.8,23.6,Relaxing
58.98,4.59,5.6,23.5,Relaxing
58.99,4.59,5.2,23.6,Relaxing
59,4.57,5.4,23.71,Relaxing
59.01,4.56,5.5,23.71,Relaxing
59.03,4.55,5.3,23.6,Relaxing
59.04,4.53,5.2,23.5,Relaxing
59.05,4.52,5.3,23.4,Relaxing
59.06,4.51,5.3,23.29,Relaxing
59.08,4.5,5.2,23.4,Relaxing
59.09,4.48,5.2,23.29,Relaxing
59.1,4.47,5.2,23.29,Relaxing
59.11,4.46,5.1,23.29,Relaxing
59.12,4.44,5,23.19,Relaxing
59.14,4.43,4.9,23.09,Relaxing
59.15,4.42,5,23.09,Relaxing
59.16,4.41,5,23.09,Relaxing
59.17,4.39,4.8,23.29,Relaxing
59.19,4.38,4.6,23.09,Relaxing
59.2,4.36,4.6,22.99,Relaxing
59.21,4.36,4.7,22.99,Relaxing
59.22,4.34,4.7,22.99,Relaxing
59.23,4.33,4.6,22.78,Relaxing
59.25,4.32,4.7,23.5,Relaxing
59.26,4.3,4.6,23.4,Relaxing
59.27,4.29,4.7,23.19,Relaxing
59.28,4.28,4.6,23.29,Relaxing
59.3,4.26,4.2,23.19,Relaxing
59.31,4.26,4.2,23.09,Relaxing
59.32,4.24,4.4,22.99,Relaxing
59.33,4.23,4.6,23.19,Relaxing
59.35,4.22,4.4,23.19,Relaxing
59.36,4.2,4.2,22.89,Relaxing
59.37,4.19,4.2,22.89,Relaxing
59.38,4.18,4.1,22.78,Relaxing
59.4,4.16,4.1,22.78,Relaxing
59.41,4.15,4.4,22.89,Relaxing
59.42,4.14,4.3,22.89,Relaxing
59.43,4.12,4.1,22.78,Relaxing
59.44,4.11,4.1,22.68,Relaxing
59.46,4.1,3.9,22.58,Relaxing
59.47,4.09,3.9,22.58,Relaxing
59.48,4.07,3.9,22.48,Relaxing
59.49,4.06,3.8,22.48,Relaxing
59.51,4.05,3.8,22.58,Relaxing
59.52,4.03,3.8,22.68,Relaxing
59.53,4.02,3.7,22.58,Relaxing
59.54,4,3.8,22.58,Relaxing
59.56,3.98,3.9,22.38,Relaxing
59.57,3.98,4,22.38,Relaxing
59.58,3.96,3.7,22.48,Relaxing
59.59,3.95,3.6,22.28,Relaxing
59.61,3.94,3.3,22.18,Relaxing
59.62,3.92,3.2,22.28,Relaxing
59.63,3.91,3,22.28,Relaxing
59.64,3.9,3.3,22.08,Relaxing
59.65,3.88,3.4,22.18,Relaxing
59.67,3.87,3.6,21.98,Relaxing
59.68,3.86,3.7,21.88,Relaxing
59.69,3.84,3.2,21.98,Relaxing
59.7,3.83,3,21.98,Relaxing
59.72,3.82,3,21.98,Relaxing
59.73,3.8,2.9,21.98,Relaxing
59.74,3.79,2.9,21.88,Relaxing
59.75,3.77,2.8,21.79,Relaxing
59.77,3.76,2.6,21.88,Relaxing
59.78,3.75,2.6,21.59,Relaxing
59.79,3.74,2.8,21.59,Relaxing
59.8,3.72,2.8,21.49,Relaxing
59.82,3.71,2.9,21.49,Relaxing
59.83,3.7,3,21.39,Relaxing
59.84,3.69,2.9,21.49,Relaxing
59.85,3.67,2.6,21.3,Relaxing
59.86,3.66,2.5,21.49,Relaxing
59.88,3.65,2.6,21.3,Relaxing
59.89,3.63,2.7,21.2,Relaxing
59.9,3.62,2.5,21.3,Relaxing
59.91,3.61,2.3,21.3,Relaxing
59.93,3.6,2.5,21.3,Relaxing
59.94,3.58,2.6,21.2,Relaxing
59.95,3.57,2.4,21.3,Relaxing
59.96,3.56,2.3,21.3,Relaxing
59.98,3.55,2.2,21.3,Relaxing
59.99,3.54,2.2,21.2,Relaxing
60,3.52,2.3,21.2,Relaxing
60.01,3.51,2.2,21.2,Relaxing
60.03,3.5,2.1,21.2,Relaxing
60.04,3.48,2.1,21.1,Relaxing
60.05,3.47,2.1,21.01,Relaxing
60.06,3.46,2.2,21.2,Relaxing
60.08,3.44,2.1,21.3,Relaxing
60.09,3.43,2,21.2,Relaxing
60.1,3.42,1.8,21.1,Relaxing
60.11,3.41,1.8,20.82,Relaxing
60.12,3.39,1.6,20.82,Relaxing
60.14,3.38,1.9,21.01,Relaxing
60.15,3.37,1.8,20.82,Relaxing
60.16,3.35,1.6,20.82,Relaxing
60.17,3.34,1.4,20.72,Relaxing
60.19,3.33,1.6,20.62,Relaxing
60.2,3.31,1.6,20.53,Relaxing
60.21,3.3,1.5,20.62,Relaxing
60.22,3.29,1.3,20.62,Relaxing
60.24,3.28,1.2,20.53,Relaxing
60.25,3.26,1.1,20.34,Relaxing
60.26,3.25,1.2,20.25,Relaxing
60.27,3.24,1.4,20.43,Relaxing
60.28,3.22,1.3,20.43,Relaxing
60.3,3.21,1.1,20.34,Relaxing
60.31,3.2,0.9,20.25,Relaxing
60.32,3.19,1,20.82,Relaxing
60.33,3.18,1.1,20.82,Relaxing
60.35,3.16,1,20.82,Relaxing
60.36,3.15,0.8,20.91,Relaxing
60.37,3.14,0.6,20.91,Relaxing
60.38,3.13,0.5,20.82,Relaxing
60.4,3.11,0.6,20.82,Relaxing
60.41,3.1,0.6,20.53,Relaxing
60.42,3.09,0.6,20.43,Relaxing
60.43,3.07,0.4,20.82,Relaxing
60.45,3.06,0.5,20.34,Relaxing
60.46,3.05,0.5,20.53,Relaxing
60.47,3.04,0.4,20.43,Relaxing
60.48,3.02,0.4,20.43,Relaxing
60.49,3.01,0.4,20.43,Relaxing
60.51,3,0.6,20.34,Relaxing
60.52,2.98,0.3,20.15,Relaxing
60.53,2.97,0,20.25,Relaxing
60.54,2.96,0.2,20.06,Relaxing
60.56,2.95,0.2,20.34,Relaxing
60.57,2.94,0,20.25,Relaxing
60.58,2.92,-0.1,20.25,Relaxing
60.59,2.91,0.1,19.87,Relaxing
60.6,2.9,0.1,20.06,Relaxing
60.62,2.88,0.2,19.78,Relaxing
60.63,2.87,-0.1,19.78,Relaxing
60.64,2.86,-0.1,19.78,Relaxing
60.66,2.84,0,19.69,Relaxing
60.67,2.83,-0.1,19.41,Relaxing
60.68,2.82,-0.3,19.41,Relaxing
60.69,2.8,-0.2,19.41,Relaxing
60.7,2.79,-0.2,19.41,Relaxing
60.72,2.78,-0.2,19.41,Relaxing
60.73,2.77,-0.4,19.41,Relaxing
60.74,2.75,-0.5,19.41,Relaxing
60.75,2.74,-0.5,19.23,Relaxing
60.77,2.73,-0.7,19.5,Relaxing
60.78,2.72,-0.7,19.32,Relaxing
60.79,2.7,-0.6,19.5,Relaxing
60.8,2.69,-0.6,19.32,Relaxing
60.81,2.68,-0.8,19.23,Relaxing
60.83,2.66,-0.9,19.14,Relaxing
60.84,2.66,-0.7,19.05,Relaxing
60.85,2.64,-0.7,19.14,Relaxing
60.86,2.63,-0.8,19.05,Relaxing
60.88,2.62,-1,19.05,Relaxing
60.89,2.61,-1,18.95,Relaxing
60.9,2.59,-1.1,18.95,Relaxing
60.91,2.58,-1,18.95,Relaxing
60.93,2.57,-0.9,18.95,Relaxing
60.94,2.55,-1.2,18.95,Relaxing
60.95,2.54,-1.3,18.77,Relaxing
60.96,2.53,-1.3,18.86,Relaxing
60.98,2.51,-1.2,18.86,Relaxing
60.99,2.5,-1.1,18.77,Relaxing
61,2.49,-1.1,18.68,Relaxing
61.01,2.48,-1.4,17.97,Relaxing
61.02,2.47,-1.4,17.89,Relaxing
61.04,2.45,-1.7,17.8,Relaxing
61.05,2.44,-1.7,17.8,Relaxing
61.06,2.43,-1.4,17.8,Relaxing
